account_id,performance_period,event_indicator,gender,ever_missed_obligation,at_current_job_1_year,smoker,uses_direct_deposit,business_owner,homeowner,marital_status,num_dependents,job_industry,citizenship,region,years_at_residence,age,debt_to_income,num_transactions,credit_history_mos,credit_score,amount,net_worth,id_important_activity,id_direct_contact,id_current_fs_relationship,job_industry_char,citizenship_char,region_char,gender_char,smoker_char,marital_status_char,ssn
42,0,0,0,1,1,0,0,1,0,1,1,4,7,3,1,39,36,25,91,817,11388,298626,true,false,true,Hospitality,Other,Texas,male,nonsmoker,Married,173819981
43,0,0,0,0,0,1,1,1,0,1,1,2,7,4,1,19,67,7,88,761,39848,155516,false,false,true,Media and Advertising,Other,NE,male,smoker,Married,372719270
44,0,0,0,1,1,0,0,0,1,1,2,2,3,2,1,41,74,39,82,795,370480,60694,false,false,false,Media and Advertising,Middle East,Florida,male,nonsmoker,Married,284943072
45,0,0,1,1,1,1,0,1,0,1,4,7,1,5,3,41,50,32,79,715,14802,66252,false,false,true,Financial Services,LATAM,South,female,smoker,Married,875881908
46,0,0,0,1,0,1,1,0,0,2,4,4,2,2,1,40,26,38,76,741,42736,107721,false,false,true,Hospitality,EU,Florida,male,smoker,Divorced,805447875
47,0,0,1,1,1,1,0,1,1,2,6,6,2,5,1,42,79,42,81,698,39135,300160,false,true,false,Manufacturing,EU,South,female,smoker,Divorced,842161308
48,0,0,0,0,0,1,0,1,1,1,4,6,3,2,1,30,36,67,40,799,8761,321657,false,false,false,Manufacturing,Middle East,Florida,male,smoker,Married,901592064
49,0,0,0,1,1,0,0,0,1,1,5,1,7,1,1,37,76,40,92,806,313051,131678,false,false,true,Energy,Other,New York,male,nonsmoker,Married,616911585
50,0,0,1,1,1,0,0,1,0,1,2,7,0,4,1,60,28,4,87,658,39912,403974,false,false,true,Financial Services,US,NE,female,nonsmoker,Married,735581078
51,0,0,1,0,1,0,1,0,0,2,7,1,1,7,5,32,52,42,70,635,3475,908674,false,false,false,Energy,LATAM,West,female,nonsmoker,Divorced,550698334
52,0,0,1,1,0,0,1,1,1,1,3,1,3,3,1,66,22,27,81,781,132995,185834,false,false,false,Energy,Middle East,Texas,female,nonsmoker,Married,379735407
53,0,0,0,1,1,0,0,0,0,1,1,7,4,3,6,35,12,46,88,767,25708,579139,false,false,false,Financial Services,Africa,Texas,male,nonsmoker,Married,473033163
54,0,0,1,1,1,0,1,1,0,1,5,3,1,2,1,66,56,45,66,738,161421,144337,false,false,true,Transportation,LATAM,Florida,female,nonsmoker,Married,152727211
55,0,0,0,1,1,0,0,1,1,0,4,1,6,3,1,46,43,39,83,709,362313,417412,true,false,false,Energy,China,Texas,male,nonsmoker,Single,894249449
56,0,0,0,1,0,0,0,1,1,1,2,1,2,3,5,26,17,39,81,740,342262,273596,false,false,true,Energy,EU,Texas,male,nonsmoker,Married,333182959
57,0,0,0,0,1,1,1,0,1,2,3,5,2,6,1,24,13,25,35,800,45733,71158,false,false,true,Healthcare,EU,MidWest,male,smoker,Divorced,410122244
58,0,0,1,1,1,0,0,1,1,1,0,2,2,3,28,28,1,47,90,740,26278,264546,false,false,false,Media and Advertising,EU,Texas,female,nonsmoker,Married,788602463
59,0,0,1,0,1,0,1,0,1,2,3,0,6,2,1,45,82,45,93,792,111892,487242,false,false,false,Education,China,Florida,female,nonsmoker,Divorced,648461186
60,0,0,1,1,1,0,0,0,1,1,7,7,0,1,1,60,22,74,51,764,426757,91469,false,false,true,Financial Services,US,New York,female,nonsmoker,Married,285150483
61,0,0,1,1,0,0,0,1,0,1,1,4,5,2,7,48,89,31,77,723,31246,270306,false,false,false,Hospitality,India,Florida,female,nonsmoker,Married,277727986
62,0,0,0,0,1,0,0,1,1,2,2,2,7,7,1,51,92,37,86,768,13296,497491,false,false,false,Media and Advertising,Other,West,male,nonsmoker,Divorced,204487673
63,0,0,0,1,1,0,0,0,1,1,4,6,7,4,1,36,34,31,72,750,20764,277813,false,false,false,Manufacturing,Other,NE,male,nonsmoker,Married,827275594
64,0,0,0,1,0,0,0,1,0,1,5,5,3,0,1,67,1,32,98,647,17634,405220,false,false,false,Healthcare,Middle East,California,male,nonsmoker,Married,419718246
65,0,0,1,1,0,1,0,1,1,1,3,7,3,2,1,31,56,52,16,802,5327,128620,true,false,false,Financial Services,Middle East,Florida,female,smoker,Married,575342042
66,0,0,1,1,1,0,0,1,1,1,4,4,7,2,3,32,43,64,83,792,224410,889901,false,false,false,Hospitality,Other,Florida,female,nonsmoker,Married,373287936
67,0,0,1,0,1,0,0,1,0,2,3,5,0,2,1,21,34,46,91,754,401889,304856,false,false,false,Healthcare,US,Florida,female,nonsmoker,Divorced,845036594
68,0,0,1,0,0,1,0,0,1,1,1,3,1,2,2,22,68,37,98,782,83769,50971,false,false,false,Transportation,LATAM,Florida,female,smoker,Married,346099604
69,0,0,1,1,1,0,1,1,1,2,1,2,3,2,1,34,8,14,84,698,138501,921339,false,false,false,Media and Advertising,Middle East,Florida,female,nonsmoker,Divorced,891611182
70,0,0,1,0,0,0,0,0,0,1,7,3,5,5,1,62,36,38,66,720,139310,299035,false,false,false,Transportation,India,South,female,nonsmoker,Married,347966166
71,0,0,0,0,1,0,1,0,0,2,0,2,7,1,3,29,57,41,90,779,3673,87756,true,false,false,Media and Advertising,Other,New York,male,nonsmoker,Divorced,591006154
72,0,0,1,0,0,0,0,1,1,1,6,3,4,6,1,31,53,39,84,745,79160,347366,false,false,true,Transportation,Africa,MidWest,female,nonsmoker,Married,265842058
73,0,0,0,0,1,0,0,1,0,1,2,1,7,4,9,59,84,39,74,738,64270,341012,false,false,false,Energy,Other,NE,male,nonsmoker,Married,703291287
74,0,0,0,0,1,0,0,0,0,1,4,0,4,7,1,39,12,40,81,548,361815,188194,false,false,true,Education,Africa,West,male,nonsmoker,Married,682365951
75,0,0,1,0,1,1,1,1,0,1,0,3,2,0,1,37,41,43,64,659,12767,322468,false,false,true,Transportation,EU,California,female,smoker,Married,184896881
76,0,0,0,0,1,1,0,1,0,1,5,3,4,0,7,72,7,47,89,737,38717,168624,false,false,false,Transportation,Africa,California,male,smoker,Married,693112760
77,0,0,1,0,1,0,0,1,0,1,1,1,2,3,1,37,88,47,99,767,303723,117052,false,false,false,Energy,EU,Texas,female,nonsmoker,Married,496291456
78,0,0,0,1,1,0,0,0,1,0,7,4,4,0,1,50,55,9,93,648,95481,643947,false,false,false,Hospitality,Africa,California,male,nonsmoker,Single,523758553
79,0,0,1,0,1,0,0,1,0,1,2,7,6,5,1,69,49,42,95,784,82758,209152,false,false,false,Financial Services,China,South,female,nonsmoker,Married,746307814
80,0,0,1,0,1,0,0,1,0,0,4,2,1,4,1,23,50,47,97,787,239450,68422,false,false,false,Media and Advertising,LATAM,NE,female,nonsmoker,Single,692759601
81,0,0,0,0,1,0,1,1,0,1,3,5,7,1,1,74,35,36,86,778,34319,137743,false,false,false,Healthcare,Other,New York,male,nonsmoker,Married,326570520
82,0,0,1,1,1,0,0,1,0,2,5,3,3,3,29,21,72,42,85,707,38626,262493,false,true,false,Transportation,Middle East,Texas,female,nonsmoker,Divorced,408351954
83,0,0,0,0,0,0,0,1,1,1,2,4,1,1,4,48,95,34,85,634,419903,132235,false,false,false,Hospitality,LATAM,New York,male,nonsmoker,Married,941236368
84,0,0,0,0,1,0,0,0,1,1,4,3,4,4,1,37,54,11,86,701,127313,179000,false,false,false,Transportation,Africa,NE,male,nonsmoker,Married,865189694
85,0,0,0,1,0,1,0,1,0,1,2,4,4,5,1,57,9,14,63,739,445249,400411,false,false,false,Hospitality,Africa,South,male,smoker,Married,412676429
86,0,0,1,1,1,1,1,1,1,1,2,2,5,1,1,39,68,49,78,795,194020,67007,false,false,false,Media and Advertising,India,New York,female,smoker,Married,647388201
87,0,0,0,0,1,0,0,0,0,2,1,1,6,7,1,31,44,68,33,722,458879,161464,false,false,false,Energy,China,West,male,nonsmoker,Divorced,481452802
88,0,0,0,0,0,0,1,1,0,0,1,2,2,0,1,47,67,49,95,786,3543,195782,false,false,true,Media and Advertising,EU,California,male,nonsmoker,Single,281092522
89,0,0,1,1,1,0,0,1,1,1,5,3,4,1,3,36,3,49,91,698,64392,468822,false,false,false,Transportation,Africa,New York,female,nonsmoker,Married,130072690
90,0,0,0,0,0,0,1,0,1,0,5,1,6,3,1,70,75,33,84,799,179,70653,true,false,false,Energy,China,Texas,male,nonsmoker,Single,320238507
91,0,0,0,1,1,0,0,1,0,1,4,5,1,5,1,37,32,34,84,753,182672,290088,false,false,false,Healthcare,LATAM,South,male,nonsmoker,Married,796936586
92,0,0,1,1,0,1,0,1,0,1,0,3,4,7,1,38,17,48,84,635,480604,209852,false,false,true,Transportation,Africa,West,female,smoker,Married,931362016
93,0,0,0,0,1,0,0,0,1,1,1,1,6,0,29,43,31,0,70,824,28844,190938,false,false,true,Energy,China,California,male,nonsmoker,Married,560939002
94,0,0,0,1,0,0,0,1,1,2,1,4,0,0,12,38,6,39,82,714,450051,263679,false,false,false,Hospitality,US,California,male,nonsmoker,Divorced,708469457
95,0,0,0,0,1,0,0,1,0,1,0,2,3,5,1,40,16,11,9,627,55585,87730,false,false,true,Media and Advertising,Middle East,South,male,nonsmoker,Married,577286059
96,0,0,0,1,1,0,0,1,1,1,1,6,5,5,1,26,55,22,61,718,6551,216479,false,false,true,Manufacturing,India,South,male,nonsmoker,Married,795109887
97,0,0,0,0,1,1,0,0,1,2,1,1,3,5,7,69,33,1,93,729,34013,377086,false,false,true,Energy,Middle East,South,male,smoker,Divorced,835088492
98,0,0,0,0,1,0,0,1,0,1,4,5,6,1,1,45,28,45,91,761,46837,56059,false,true,false,Healthcare,China,New York,male,nonsmoker,Married,348165348
99,0,0,1,0,1,0,0,1,1,1,0,1,6,0,1,27,6,8,92,760,47684,847886,false,false,true,Energy,China,California,female,nonsmoker,Married,331097720
100,0,0,1,1,1,1,0,0,0,1,0,5,0,0,1,22,54,60,86,750,476605,188426,false,false,false,Healthcare,US,California,female,smoker,Married,310626153
101,0,0,0,0,1,0,0,1,1,1,2,6,6,4,1,23,31,7,90,799,244555,58670,false,false,true,Manufacturing,China,NE,male,nonsmoker,Married,984856091
102,0,0,1,1,1,0,1,1,1,2,0,6,3,4,9,37,31,38,83,609,237168,973375,false,false,false,Manufacturing,Middle East,NE,female,nonsmoker,Divorced,129570454
103,0,0,0,1,1,0,0,1,1,0,0,2,4,7,1,25,41,52,99,779,46900,135452,false,false,false,Media and Advertising,Africa,West,male,nonsmoker,Single,527310939
104,0,0,0,1,0,0,0,1,0,2,1,1,3,3,1,59,96,68,93,762,1793,252538,false,false,true,Energy,Middle East,Texas,male,nonsmoker,Divorced,535476389
105,0,0,0,1,1,1,0,1,0,1,4,6,4,6,4,31,7,3,44,740,78439,240300,false,false,true,Manufacturing,Africa,MidWest,male,smoker,Married,294600418
106,0,0,1,1,1,0,0,1,1,1,6,3,5,5,2,19,4,16,83,755,26689,98604,false,false,false,Transportation,India,South,female,nonsmoker,Married,677396144
107,0,0,1,0,1,0,0,1,0,1,4,0,7,5,4,37,114,40,98,805,218620,403669,false,false,true,Education,Other,South,female,nonsmoker,Married,167158283
108,0,0,1,0,0,1,1,0,1,1,2,2,2,5,3,51,21,46,84,550,387239,153054,false,true,true,Media and Advertising,EU,South,female,smoker,Married,386763971
109,0,0,1,0,0,1,0,1,1,2,4,5,7,4,1,43,34,35,75,788,272165,231490,false,false,true,Healthcare,Other,NE,female,smoker,Divorced,518497289
110,0,0,0,1,1,0,0,0,1,1,3,2,5,0,1,70,58,62,85,710,47182,67713,false,false,false,Media and Advertising,India,California,male,nonsmoker,Married,569013203
111,0,0,0,0,0,1,0,1,0,2,6,5,7,1,1,46,22,44,86,790,36412,91098,false,false,true,Healthcare,Other,New York,male,smoker,Divorced,574375615
112,0,0,0,1,1,0,0,0,0,2,6,1,0,1,6,61,56,47,95,709,456303,77139,false,false,false,Energy,US,New York,male,nonsmoker,Divorced,761905365
113,0,0,0,0,1,0,1,1,1,1,3,5,5,0,21,42,16,41,81,688,192259,112634,false,false,true,Healthcare,India,California,male,nonsmoker,Married,962688016
114,0,0,0,1,1,0,0,0,1,1,6,2,5,5,1,40,57,33,88,704,96363,249735,false,false,false,Media and Advertising,India,South,male,nonsmoker,Married,882490890
115,0,0,1,0,1,0,0,0,0,1,5,2,4,5,5,48,23,25,81,840,145517,287335,true,false,false,Media and Advertising,Africa,South,female,nonsmoker,Married,877328754
116,0,0,0,0,0,0,0,1,0,2,6,7,7,0,5,23,43,4,99,747,213967,79525,false,false,false,Financial Services,Other,California,male,nonsmoker,Divorced,631839017
117,0,0,1,0,1,1,0,1,1,1,0,4,3,5,3,36,40,45,98,738,94264,370763,false,false,true,Hospitality,Middle East,South,female,smoker,Married,605549329
118,0,0,1,0,0,0,0,1,0,1,2,2,0,3,5,41,70,48,81,776,45493,58735,false,false,false,Media and Advertising,US,Texas,female,nonsmoker,Married,711298111
119,0,0,0,0,0,0,1,1,1,1,1,6,1,2,1,30,48,25,99,704,116974,353200,false,false,true,Manufacturing,LATAM,Florida,male,nonsmoker,Married,190814823
120,0,0,1,0,1,0,0,1,1,2,3,6,1,3,1,41,34,5,89,799,41559,263725,false,false,false,Manufacturing,LATAM,Texas,female,nonsmoker,Divorced,321684261
121,0,0,1,0,1,0,0,0,0,0,2,5,2,2,1,39,92,35,83,789,90264,263476,false,false,false,Healthcare,EU,Florida,female,nonsmoker,Single,285025532
122,0,0,0,1,1,0,0,0,1,0,4,1,0,6,1,30,7,8,86,819,339630,202694,false,false,true,Energy,US,MidWest,male,nonsmoker,Single,337641689
123,0,0,0,1,0,0,0,1,0,1,0,2,5,0,1,45,16,42,85,782,25210,407285,false,false,true,Media and Advertising,India,California,male,nonsmoker,Married,872888545
124,0,0,0,0,1,0,1,0,1,0,1,2,5,5,1,43,59,45,97,766,232370,186359,false,false,true,Media and Advertising,India,South,male,nonsmoker,Single,218156874
125,0,0,1,1,0,0,1,1,0,0,1,1,6,2,1,67,50,39,91,805,87571,239900,false,false,true,Energy,China,Florida,female,nonsmoker,Single,599135396
126,0,0,0,0,1,1,0,1,1,1,5,3,7,4,1,59,27,29,78,754,66501,107707,false,false,false,Transportation,Other,NE,male,smoker,Married,613967360
127,0,0,0,1,0,1,0,0,0,1,4,6,4,3,1,27,50,31,94,796,413854,191793,false,false,false,Manufacturing,Africa,Texas,male,smoker,Married,943078672
128,0,0,0,0,1,1,1,1,0,2,5,7,3,1,1,55,27,38,99,754,37608,249944,false,false,false,Financial Services,Middle East,New York,male,smoker,Divorced,204846046
129,0,0,0,0,0,0,0,1,0,1,6,7,7,4,1,42,18,32,95,790,3400,175870,false,false,true,Financial Services,Other,NE,male,nonsmoker,Married,667223463
130,0,0,1,0,1,0,0,1,1,2,4,0,5,2,1,39,25,41,85,780,37208,239161,false,false,false,Education,India,Florida,female,nonsmoker,Divorced,446880841
131,0,0,1,0,0,0,0,1,0,1,7,3,6,3,2,27,53,57,98,786,90578,122520,false,false,false,Transportation,China,Texas,female,nonsmoker,Married,363145713
132,0,0,0,0,1,1,0,0,0,2,1,3,7,6,1,26,4,67,99,829,17723,271168,false,false,true,Transportation,Other,MidWest,male,smoker,Divorced,563732166
133,0,0,0,0,1,0,0,0,0,1,6,2,3,1,1,70,114,39,23,764,32595,213539,false,false,false,Media and Advertising,Middle East,New York,male,nonsmoker,Married,949834111
134,0,0,0,1,1,1,0,1,1,1,0,6,5,0,1,46,41,72,98,795,295115,776454,false,false,false,Manufacturing,India,California,male,smoker,Married,558598916
135,0,0,0,1,0,0,1,1,0,2,5,2,2,5,28,41,86,46,96,808,75000,212014,false,false,false,Media and Advertising,EU,South,male,nonsmoker,Divorced,944143147
136,0,0,1,1,0,0,0,1,1,1,6,4,6,5,1,22,53,45,88,734,33177,74447,false,false,false,Hospitality,China,South,female,nonsmoker,Married,339557463
137,0,0,0,1,0,1,0,0,1,0,4,6,7,5,24,38,37,24,90,799,6809,480010,false,false,false,Manufacturing,Other,South,male,smoker,Single,406275857
138,0,0,1,0,1,1,0,1,0,1,0,2,4,0,1,25,78,6,66,840,249769,217850,false,false,true,Media and Advertising,Africa,California,female,smoker,Married,426497758
139,0,0,0,0,1,1,0,1,1,2,4,3,5,3,1,43,6,46,81,786,25472,175926,false,false,false,Transportation,India,Texas,male,smoker,Divorced,680134791
140,0,0,0,0,1,0,1,1,1,1,4,1,7,3,1,44,51,43,94,790,62829,109591,false,false,false,Energy,Other,Texas,male,nonsmoker,Married,412014597
141,0,0,1,1,0,1,0,1,0,2,3,1,4,0,1,50,69,60,100,802,23177,133385,false,false,false,Energy,Africa,California,female,smoker,Divorced,537117078
142,0,0,0,0,1,0,0,0,0,1,1,1,4,7,1,19,34,33,97,754,28286,206317,false,false,false,Energy,Africa,West,male,nonsmoker,Married,901155944
143,0,0,1,0,1,0,0,1,1,2,3,6,7,0,1,56,53,45,68,751,70963,181633,false,false,true,Manufacturing,Other,California,female,nonsmoker,Divorced,563182698
144,0,0,1,1,1,1,0,1,0,1,4,3,7,2,1,43,58,5,47,766,1054,660017,false,false,false,Transportation,Other,Florida,female,smoker,Married,216590596
145,0,0,0,0,1,0,0,1,1,2,3,3,7,3,1,28,72,35,71,745,29535,98346,false,false,true,Transportation,Other,Texas,male,nonsmoker,Divorced,681609381
146,0,0,1,1,0,1,0,0,1,1,3,1,0,5,1,19,26,6,92,599,158807,242441,false,false,false,Energy,US,South,female,smoker,Married,282145730
147,0,0,0,1,1,1,1,1,0,1,3,7,5,3,16,45,16,9,63,668,81974,143980,false,false,false,Financial Services,India,Texas,male,smoker,Married,538407544
148,0,0,1,1,1,0,0,1,0,1,2,6,2,7,1,29,46,7,100,746,181740,172639,false,false,false,Manufacturing,EU,West,female,nonsmoker,Married,231770078
149,0,0,1,0,0,0,0,1,0,1,2,2,1,2,1,45,86,47,93,414,156834,228979,false,false,true,Media and Advertising,LATAM,Florida,female,nonsmoker,Married,831584681
150,0,0,0,0,0,0,0,1,1,1,5,7,0,0,1,32,33,64,86,715,41917,271849,false,false,false,Financial Services,US,California,male,nonsmoker,Married,618718748
151,0,0,0,0,0,0,0,1,0,0,2,5,1,4,13,35,56,51,89,788,47912,103138,false,false,false,Healthcare,LATAM,NE,male,nonsmoker,Single,459661269
152,0,0,1,1,1,1,0,1,0,2,5,7,6,6,1,19,49,33,70,783,220243,296304,false,false,true,Financial Services,China,MidWest,female,smoker,Divorced,274451911
153,0,0,0,0,1,0,0,0,0,1,2,5,0,0,1,22,90,45,94,731,71825,95927,false,false,false,Healthcare,US,California,male,nonsmoker,Married,346335093
154,0,0,1,1,1,0,0,1,1,2,2,7,1,4,12,49,19,42,86,783,451627,181462,false,true,false,Financial Services,LATAM,NE,female,nonsmoker,Divorced,215080321
155,0,0,1,0,1,1,0,1,1,1,1,3,1,2,1,59,44,30,86,827,43610,137970,false,false,false,Transportation,LATAM,Florida,female,smoker,Married,293047264
156,0,0,0,1,0,1,0,1,1,1,0,6,6,4,3,45,52,72,83,721,131980,69044,false,false,false,Manufacturing,China,NE,male,smoker,Married,688347284
157,0,0,1,0,0,0,0,1,1,1,6,6,4,3,1,45,47,39,94,813,7641,54836,false,false,false,Manufacturing,Africa,Texas,female,nonsmoker,Married,964884860
158,0,0,0,1,1,0,0,0,0,1,3,6,5,4,1,62,11,48,52,754,44755,460888,false,false,true,Manufacturing,India,NE,male,nonsmoker,Married,325524365
159,0,0,1,1,0,0,1,1,0,0,6,6,7,6,1,57,53,39,76,791,42156,289336,true,false,false,Manufacturing,Other,MidWest,female,nonsmoker,Single,134132779
160,0,0,1,0,1,0,0,1,0,1,4,1,4,1,1,50,35,27,29,722,154409,481613,false,false,false,Energy,Africa,New York,female,nonsmoker,Married,384347507
161,0,0,1,0,0,0,0,0,0,1,3,2,3,4,1,37,60,66,82,775,144426,750581,false,false,false,Media and Advertising,Middle East,NE,female,nonsmoker,Married,665352682
162,0,0,0,1,1,0,0,1,0,1,1,2,6,0,1,44,32,2,98,761,3117,267201,false,true,true,Media and Advertising,China,California,male,nonsmoker,Married,411464978
163,0,0,1,1,0,1,0,1,0,1,3,2,1,1,4,49,92,33,74,767,141654,249447,false,false,false,Media and Advertising,LATAM,New York,female,smoker,Married,954839283
164,0,0,0,0,0,0,0,0,0,1,3,5,1,0,4,73,92,45,86,698,263966,155614,false,false,false,Healthcare,LATAM,California,male,nonsmoker,Married,891699677
165,0,0,0,0,1,1,0,1,0,1,1,6,5,3,1,61,5,46,100,517,38258,81642,false,false,false,Manufacturing,India,Texas,male,smoker,Married,252137815
166,0,0,1,0,1,0,0,0,1,1,7,2,6,2,1,67,50,51,75,563,282452,70367,false,false,true,Media and Advertising,China,Florida,female,nonsmoker,Married,652905472
