account_id,performance_period,event_indicator,gender,ever_missed_obligation,at_current_job_1_year,smoker,uses_direct_deposit,business_owner,homeowner,marital_status,num_dependents,job_industry,citizenship,region,years_at_residence,age,debt_to_income,num_transactions,credit_history_mos,credit_score,amount,net_worth,id_important_activity,id_direct_contact,id_current_fs_relationship,job_industry_char,citizenship_char,region_char,gender_char,smoker_char,marital_status_char,ssn
24,0,0,0,1,1,0,1,1,1,1,4,1,1,1,2,75,25,28,82,719,170010,373090,false,false,true,Energy,Canada,New York,male,nonsmoker,Married,592796929
25,0,0,0,1,1,1,0,1,0,2,3,4,3,5,1,46,6,21,93,661,422452,173225,false,false,false,Hospitality,India,West Virginia,male,smoker,Divorced,482220835
26,0,0,0,1,1,0,1,1,1,2,3,4,0,3,1,34,81,64,83,820,106702,400213,true,false,true,Hospitality,United States,Texas,male,nonsmoker,Divorced,929167288
27,0,0,0,1,1,0,1,1,0,1,2,2,4,0,1,52,99,28,96,798,39398,141709,false,false,false,Media and Advertising,China,California,male,nonsmoker,Married,526456820
28,0,0,0,1,1,0,0,1,1,1,6,0,7,4,13,21,29,38,88,841,97938,177415,false,false,false,Education,Botswana,Pennsylvania,male,nonsmoker,Married,258024442
29,0,0,0,0,1,0,0,0,1,0,5,5,4,0,1,69,21,47,85,793,368041,85099,false,false,false,Healthcare,China,California,male,nonsmoker,Single,651708379
30,0,0,0,0,1,1,1,0,0,1,4,6,6,0,1,34,28,45,82,797,131313,344502,false,false,false,Manufacturing,Ireland,California,male,smoker,Married,223766424
31,0,0,0,0,1,1,0,1,1,1,5,5,3,2,4,27,86,40,89,830,425795,317829,false,true,false,Healthcare,India,Florida,male,smoker,Married,779909390
32,0,0,0,1,1,0,0,0,0,1,3,6,1,2,1,38,77,41,77,626,10359,96255,false,false,true,Manufacturing,Canada,Florida,male,nonsmoker,Married,744783883
33,0,0,0,0,1,1,0,1,1,1,1,2,2,0,1,42,50,68,87,727,97464,224458,false,true,true,Media and Advertising,Mexico,California,male,smoker,Married,537687752
34,0,0,0,1,1,0,0,1,0,2,2,5,3,3,14,38,28,34,100,554,93760,194327,false,false,false,Healthcare,India,Texas,male,nonsmoker,Divorced,760703602
35,0,0,0,0,1,0,0,1,0,1,4,5,0,2,1,39,85,38,91,786,118946,148015,false,false,true,Healthcare,United States,Florida,male,nonsmoker,Married,167502677
36,0,0,1,0,0,0,0,1,0,1,2,1,5,4,1,25,6,10,98,830,146997,353412,false,false,true,Energy,Argentina,Pennsylvania,female,nonsmoker,Married,306861013
37,0,0,1,1,0,0,0,1,1,2,3,3,5,2,19,23,52,33,81,663,200885,169068,false,false,false,Transportation,Uruguay,Florida,female,nonsmoker,Divorced,177980142
38,0,0,1,1,1,1,0,1,1,1,3,3,4,5,1,31,12,53,98,709,450676,133643,false,false,true,Transportation,China,North Carolina,female,smoker,Married,659378349
39,0,0,0,1,1,0,0,1,1,1,0,6,6,4,1,74,28,26,93,783,146450,402587,false,false,false,Manufacturing,Italy,New Hampshire,male,nonsmoker,Married,280237768
40,0,0,0,0,0,0,0,0,0,1,3,5,6,1,2,21,19,35,93,843,27170,78325,false,false,false,Healthcare,Portugal,New York,male,nonsmoker,Married,904047134
41,0,0,0,1,0,1,0,1,0,1,3,6,6,3,15,31,59,39,70,622,87166,95208,false,false,true,Manufacturing,Spain,Texas,male,smoker,Married,561224791
42,0,0,0,1,0,0,0,0,0,1,6,1,4,0,8,53,67,16,49,718,11025,659423,false,false,false,Energy,China,California,male,nonsmoker,Married,973129973
43,0,0,0,1,1,1,0,0,0,1,7,4,3,1,8,70,45,50,68,760,33738,249427,false,true,true,Hospitality,India,New York,male,smoker,Married,775444621
44,0,0,1,1,1,0,0,1,1,1,1,6,1,1,1,58,6,13,61,787,268988,110628,false,false,true,Manufacturing,Canada,New York,female,nonsmoker,Married,137451063
45,0,0,0,0,1,0,1,0,0,2,5,2,6,1,1,37,10,66,78,743,41819,808591,false,true,false,Media and Advertising,Germany,New York,male,nonsmoker,Divorced,861690062
46,0,0,0,1,1,0,0,1,1,1,0,1,0,1,9,35,58,14,96,757,218510,129680,false,false,false,Energy,United States,New York,male,nonsmoker,Married,870393524
47,0,0,1,1,1,0,0,0,1,1,3,5,1,1,1,65,57,67,77,839,461736,87488,false,false,false,Healthcare,Canada,New York,female,nonsmoker,Married,864884524
48,0,0,0,1,0,0,1,1,1,0,0,6,5,7,4,74,11,64,26,829,328923,339539,false,false,false,Manufacturing,Uruguay,Utah,male,nonsmoker,Single,687210303
49,0,0,0,1,0,0,1,0,0,1,4,6,6,1,1,34,99,15,93,797,25662,297445,false,false,false,Manufacturing,France,New York,male,nonsmoker,Married,248692656
50,0,0,1,0,1,0,0,1,1,1,4,2,7,3,8,22,78,62,81,651,59734,214050,false,false,false,Media and Advertising,Morocco,Texas,female,nonsmoker,Married,862137926
51,0,0,1,0,1,1,0,0,0,1,7,3,6,5,1,50,18,34,94,705,46370,124300,false,false,true,Transportation,Norway,Tennessee,female,smoker,Married,233553706
52,0,0,1,1,1,0,0,1,1,2,0,3,4,1,31,34,12,48,75,476,16693,337835,false,false,true,Transportation,China,New York,female,nonsmoker,Divorced,642141429
53,0,0,1,0,1,0,0,1,0,1,4,4,2,2,1,37,33,17,98,793,140814,295783,false,false,true,Hospitality,Mexico,Florida,female,nonsmoker,Married,183319713
54,0,0,1,0,1,0,0,1,0,0,2,2,4,2,36,46,50,66,97,797,433,255161,false,false,false,Media and Advertising,China,Florida,female,nonsmoker,Single,620546398
55,0,0,1,0,1,0,0,1,1,1,4,7,5,5,1,23,53,7,91,728,45380,185413,false,false,false,Financial Services,Colombia,Tennessee,female,nonsmoker,Married,353482631
56,0,0,1,0,1,1,0,1,1,1,3,3,6,1,25,30,36,46,91,813,468809,139187,false,false,false,Transportation,United Kingdom,New York,female,smoker,Married,651420704
57,0,0,0,1,1,0,0,0,1,1,4,2,0,5,12,69,18,40,79,785,90991,93616,false,false,false,Media and Advertising,United States,West Virginia,male,nonsmoker,Married,825445858
58,0,0,0,1,1,0,1,0,0,2,2,1,5,0,6,41,58,8,89,731,74770,177033,false,false,true,Energy,Peru,California,male,nonsmoker,Divorced,386112845
59,0,0,0,0,1,1,0,1,1,1,4,1,7,4,33,32,47,30,80,714,68426,209228,true,false,true,Energy,Tanzania,Maryland,male,smoker,Married,366822889
60,0,0,1,1,1,1,1,1,1,2,3,1,7,4,1,37,30,31,79,789,14359,50190,false,false,false,Energy,South Africa,Rhode Island,female,smoker,Divorced,279282813
61,0,0,1,0,1,0,0,1,0,1,2,5,6,2,20,43,74,18,8,774,47285,127293,false,false,false,Healthcare,Sweden,Florida,female,nonsmoker,Married,611636525
62,0,0,0,0,1,0,0,1,1,1,7,1,0,1,7,29,59,21,82,723,67804,340798,false,false,true,Energy,United States,New York,male,nonsmoker,Married,985083517
63,0,0,0,1,1,0,0,1,1,2,1,3,6,5,2,40,72,33,82,812,72474,218147,false,false,false,Transportation,Ireland,Alabama,male,nonsmoker,Divorced,579549335
64,0,0,0,1,1,0,0,1,1,1,6,3,7,4,1,67,7,40,99,705,244478,230842,false,false,true,Transportation,Morocco,Pennsylvania,male,nonsmoker,Married,200655950
65,0,0,0,0,1,0,0,0,0,1,5,6,4,1,13,32,86,10,64,470,399684,194721,false,false,true,Manufacturing,China,New York,male,nonsmoker,Married,431723878
66,0,0,0,0,1,1,0,0,0,2,2,5,4,5,1,45,83,36,70,725,361667,412260,false,false,false,Healthcare,China,Tennessee,male,smoker,Divorced,941430880
67,0,0,0,1,0,0,0,0,0,1,0,1,0,4,1,80,78,32,49,470,439360,325639,false,false,false,Energy,United States,Delaware,male,nonsmoker,Married,936686620
68,0,0,1,1,1,0,0,0,1,1,1,0,5,3,12,38,1,5,64,767,294546,66181,false,false,false,Education,Paraguay,Maine,female,nonsmoker,Married,617636449
69,0,0,0,1,1,0,0,1,1,1,4,4,1,5,3,24,12,67,84,765,31319,118391,false,false,true,Hospitality,Canada,Kentucky,male,nonsmoker,Married,775319962
70,0,0,1,1,1,0,0,0,0,1,5,5,0,1,5,26,32,48,99,762,39849,892819,false,false,true,Healthcare,United States,New York,female,nonsmoker,Married,337601251
71,0,0,1,0,1,0,0,1,0,1,1,3,7,1,2,52,41,40,84,509,22534,146288,false,false,false,Transportation,South Africa,New York,female,nonsmoker,Married,826541957
72,0,0,0,0,0,1,0,1,0,1,3,5,1,1,1,20,52,25,97,767,246488,237752,false,false,true,Healthcare,Canada,New York,male,smoker,Married,220526967
73,0,0,1,0,1,0,0,1,0,2,0,2,3,5,6,23,54,21,91,396,178919,257851,false,false,false,Media and Advertising,India,North Carolina,female,nonsmoker,Divorced,784299501
74,0,0,0,1,1,0,0,0,1,1,4,2,5,2,1,37,37,55,72,768,9292,233226,false,false,true,Media and Advertising,Chile,Florida,male,nonsmoker,Married,182644382
75,0,0,0,0,1,1,1,1,0,1,4,0,3,0,35,63,42,1,91,822,55547,233418,false,false,true,Education,India,California,male,smoker,Married,201039978
76,0,0,0,0,1,0,0,1,1,1,0,5,3,1,1,23,61,53,57,710,864,139089,false,false,false,Healthcare,India,New York,male,nonsmoker,Married,558477851
77,0,0,0,0,1,1,0,0,1,1,1,4,7,5,2,43,11,34,28,751,306382,271165,false,false,false,Hospitality,South Africa,Arkansas,male,smoker,Married,401046371
78,0,0,1,1,1,1,0,1,0,1,3,1,5,4,1,35,15,46,72,679,148699,482998,false,false,false,Energy,Peru,Delaware,female,smoker,Married,360537402
79,0,0,0,0,1,0,0,1,0,1,4,2,2,0,17,37,92,44,95,440,166619,238762,false,false,true,Media and Advertising,Mexico,California,male,nonsmoker,Married,735952343
80,0,0,0,1,1,0,1,0,1,2,7,3,6,5,17,74,82,31,99,789,360884,112126,false,false,false,Transportation,Ireland,North Carolina,male,nonsmoker,Divorced,841939380
81,0,0,1,0,0,0,0,1,0,2,4,1,1,3,1,43,67,64,96,709,169486,424006,true,false,false,Energy,Canada,Texas,female,nonsmoker,Divorced,157747961
82,0,0,1,1,1,0,0,1,0,1,4,1,5,0,2,27,91,30,84,835,332951,205556,false,false,false,Energy,Chile,California,female,nonsmoker,Married,195831623
83,0,0,1,0,1,0,0,1,1,1,2,2,7,3,32,70,4,46,97,803,33355,183213,false,false,false,Media and Advertising,Ethiopia,Texas,female,nonsmoker,Married,766344589
84,0,0,1,0,0,0,0,0,0,1,5,5,3,1,14,30,43,11,58,690,96211,202037,false,false,true,Healthcare,India,New York,female,nonsmoker,Married,418427723
85,0,0,0,1,1,0,0,0,0,1,5,3,0,1,1,43,28,42,86,774,76101,88419,false,false,true,Transportation,United States,New York,male,nonsmoker,Married,302473310
86,0,0,0,0,1,0,0,1,1,1,7,1,5,5,2,63,59,29,94,701,37992,169577,true,false,false,Energy,Brazil,Virginia,male,nonsmoker,Married,386690292
87,0,0,0,1,0,0,0,1,0,2,4,4,4,1,1,68,58,65,50,777,18755,307522,false,false,true,Hospitality,China,New York,male,nonsmoker,Divorced,219464279
88,0,0,1,1,1,1,0,1,0,1,6,0,6,1,10,58,104,74,93,797,27294,963694,false,false,true,Education,Portugal,New York,female,smoker,Married,263738717
89,0,0,0,1,1,0,0,1,0,2,1,1,7,1,7,19,35,42,29,744,39493,205933,false,false,true,Energy,Zimbabwe,New York,male,nonsmoker,Divorced,551247615
90,0,0,0,1,1,0,0,1,0,2,4,2,4,6,22,24,11,44,95,609,46080,80331,false,false,false,Media and Advertising,China,Iowa,male,nonsmoker,Divorced,552819654
91,0,0,0,0,1,0,0,0,1,1,4,5,5,5,1,22,49,37,88,785,464985,381957,false,false,false,Healthcare,Peru,Virginia,male,nonsmoker,Married,378617233
92,0,0,1,1,1,0,0,0,0,2,4,3,4,3,29,69,29,10,86,414,52585,242150,false,false,true,Transportation,China,Texas,female,nonsmoker,Divorced,729688652
93,0,0,0,0,0,0,0,1,1,1,6,1,1,2,16,40,55,46,16,804,40685,240501,false,false,true,Energy,Canada,Florida,male,nonsmoker,Married,487651284
94,0,0,0,0,0,0,0,0,0,1,4,3,6,1,1,30,91,44,7,789,174967,305226,false,false,true,Transportation,Ireland,New York,male,nonsmoker,Married,698171367
95,0,0,0,0,1,0,0,0,0,1,4,0,3,6,36,37,67,50,90,770,390514,291927,false,false,false,Education,India,Indiana,male,nonsmoker,Married,615405386
96,0,0,0,0,0,0,0,1,1,0,7,5,5,5,1,29,31,61,93,703,22182,174316,false,false,false,Healthcare,Panama,Tennessee,male,nonsmoker,Single,251375434
97,0,0,0,0,0,0,0,1,0,1,5,2,3,7,1,34,41,66,88,509,420396,92167,false,false,false,Media and Advertising,India,Idaho,male,nonsmoker,Married,865780965
98,0,0,0,1,1,0,0,0,1,2,3,3,7,0,7,37,53,31,83,804,496891,171837,false,false,true,Transportation,Sudan,California,male,nonsmoker,Divorced,447859756
99,0,0,0,0,1,0,0,0,1,1,4,3,3,1,1,28,52,30,83,723,33983,58835,true,false,false,Transportation,India,New York,male,nonsmoker,Married,692688885
100,0,0,0,1,0,1,0,1,0,1,6,7,1,1,1,57,50,38,73,712,48223,242202,true,false,false,Financial Services,Canada,Florida,male,smoker,Married,574731300
101,0,0,0,1,1,0,0,0,1,1,7,1,5,5,17,41,35,35,90,753,8355,96091,false,false,true,Energy,Peru,Kentucky,male,nonsmoker,Married,744344984
102,0,0,0,0,0,0,0,1,0,2,4,4,5,5,1,37,11,71,23,726,255465,259772,false,false,true,Hospitality,Bolivia,Alabama,male,nonsmoker,Divorced,600609029
103,0,0,0,1,1,0,1,0,1,1,6,7,7,4,9,39,20,19,81,389,40874,286537,false,true,false,Financial Services,Tunisia,New Hampshire,male,nonsmoker,Married,766658987
104,0,0,0,1,0,0,0,1,1,1,3,2,3,4,1,36,95,38,89,756,225485,298756,false,false,true,Media and Advertising,India,New Hampshire,male,nonsmoker,Married,198273826
105,0,0,1,0,0,0,0,0,1,2,3,2,7,3,3,45,93,59,89,702,15758,246988,false,false,false,Media and Advertising,South Africa,Texas,female,nonsmoker,Divorced,471175429
106,0,0,0,1,1,1,1,1,0,1,0,4,5,3,20,29,45,34,75,760,238538,267802,false,false,false,Hospitality,Bolivia,Texas,male,smoker,Married,561552995
107,0,0,0,0,1,0,0,1,1,1,6,4,1,4,29,60,10,55,88,715,203302,224119,false,false,true,Hospitality,Canada,Maine,male,nonsmoker,Married,144731619
108,0,0,0,1,0,1,0,0,1,1,1,4,3,2,1,23,65,40,17,709,69449,96539,true,false,false,Hospitality,India,Florida,male,smoker,Married,147602845
109,0,0,1,0,0,0,0,1,0,1,1,0,3,0,1,25,55,49,89,784,46741,169697,false,false,true,Education,India,California,female,nonsmoker,Married,249713023
110,0,0,0,0,1,0,0,1,0,1,0,1,6,3,3,40,47,49,28,811,14394,117525,false,false,true,Energy,Portugal,Texas,male,nonsmoker,Married,258952840
111,0,0,1,0,0,1,0,0,0,1,0,3,2,3,1,30,49,31,51,784,14600,132847,false,false,false,Transportation,Mexico,Texas,female,smoker,Married,510059413
112,0,0,0,1,1,1,1,1,0,1,4,0,2,6,9,45,48,37,92,768,411423,88597,false,false,false,Education,Mexico,Ohio,male,smoker,Married,396708162
113,0,0,1,0,0,0,0,0,1,1,4,2,1,0,3,37,51,55,69,751,273299,356110,false,false,false,Media and Advertising,Canada,California,female,nonsmoker,Married,732892384
114,0,0,1,1,1,0,0,0,0,1,2,1,2,7,1,28,74,26,100,572,247064,933412,false,true,true,Energy,Mexico,Colorado,female,nonsmoker,Married,648438052
115,0,0,1,0,1,1,1,1,0,1,3,0,2,4,1,41,66,45,93,661,77177,222590,true,false,true,Education,Mexico,Maryland,female,smoker,Married,461764015
116,0,0,1,1,1,1,0,1,1,2,7,0,5,7,1,39,44,53,93,734,24872,423389,false,false,false,Education,Paraguay,Utah,female,smoker,Divorced,254787850
117,0,0,0,0,0,0,0,0,1,1,0,5,0,0,2,70,19,37,69,327,11676,56063,false,false,false,Healthcare,United States,California,male,nonsmoker,Married,195477975
118,0,0,0,1,0,1,0,1,1,1,1,2,5,4,7,25,37,34,83,747,3835,781471,false,true,false,Media and Advertising,Colombia,Vermont,male,smoker,Married,740080603
119,0,0,1,0,1,0,0,1,0,1,2,1,7,1,18,62,37,49,94,776,217403,676573,true,false,true,Energy,Angola,New York,female,nonsmoker,Married,954447875
120,0,0,0,1,0,0,0,0,0,2,6,5,1,1,30,40,37,30,10,656,310003,466415,false,false,false,Healthcare,Canada,New York,male,nonsmoker,Divorced,881683492
121,0,0,0,0,1,1,0,0,1,1,3,1,6,4,3,40,65,28,51,533,99105,648669,true,false,true,Energy,Ireland,Pennsylvania,male,smoker,Married,325715122
122,0,0,0,0,1,0,1,1,0,2,3,7,7,1,3,60,92,27,88,747,82493,299286,false,false,false,Financial Services,Sudan,New York,male,nonsmoker,Divorced,700573925
123,0,0,0,1,1,0,0,0,0,1,6,5,7,1,10,27,71,46,93,628,39274,201583,false,false,false,Healthcare,Botswana,New York,male,nonsmoker,Married,354698928
124,0,0,0,0,1,0,0,0,0,1,6,5,0,1,13,20,79,72,57,785,452485,374931,false,true,false,Healthcare,United States,New York,male,nonsmoker,Married,559543883
125,0,0,0,1,1,1,0,0,0,1,4,1,2,5,1,27,9,33,99,743,6187,478362,false,false,false,Energy,Mexico,Arkansas,male,smoker,Married,967569926
126,0,0,1,0,1,0,0,1,0,1,0,3,3,1,1,48,93,22,95,497,188215,217107,false,false,true,Transportation,India,New York,female,nonsmoker,Married,705946566
127,0,0,1,1,0,1,0,1,0,2,0,6,0,1,9,29,55,36,89,768,27701,168556,false,false,true,Manufacturing,United States,New York,female,smoker,Divorced,200207359
128,0,0,0,1,0,0,0,0,0,2,2,3,5,0,2,24,6,41,99,802,47660,173785,false,false,true,Transportation,Colombia,California,male,nonsmoker,Divorced,765518375
129,0,0,0,0,1,0,0,1,0,1,7,7,6,5,1,45,17,39,46,653,357416,50690,false,true,true,Financial Services,Italy,North Carolina,male,nonsmoker,Married,506044217
130,0,0,1,1,0,1,0,0,0,1,5,7,5,2,4,52,96,21,96,829,39724,777467,false,false,true,Financial Services,Bolivia,Florida,female,smoker,Married,171551367
131,0,0,1,0,0,0,1,1,1,1,5,4,1,5,9,36,56,20,99,395,37694,378536,false,false,true,Hospitality,Mexico,Ohio,female,nonsmoker,Married,240022262
132,0,0,0,1,0,0,0,1,0,1,6,0,2,1,1,30,67,40,72,622,8604,135772,false,false,true,Education,Mexico,New York,male,nonsmoker,Married,980356634
133,0,0,0,1,0,1,0,1,0,2,4,4,4,6,37,29,98,35,24,776,15236,444581,false,false,false,Hospitality,China,Michigan,male,smoker,Divorced,261803375
134,0,0,1,1,1,1,0,0,1,1,6,2,5,0,4,25,30,9,77,758,27347,162209,false,false,false,Media and Advertising,Colombia,California,female,smoker,Married,592925167
135,0,0,0,0,0,0,0,1,1,1,4,4,1,2,4,44,60,42,61,776,24146,233822,false,false,false,Hospitality,Canada,Florida,male,nonsmoker,Married,207863672
136,0,0,0,1,0,1,0,1,0,1,1,2,4,5,1,28,15,45,88,607,85067,163816,false,false,false,Media and Advertising,China,Virginia,male,smoker,Married,894491980
137,0,0,0,1,0,0,0,1,0,2,5,7,7,3,3,37,33,42,91,843,137250,454764,false,false,false,Financial Services,Morocco,Texas,male,nonsmoker,Divorced,467166133
138,0,0,0,1,0,0,0,1,1,1,5,1,6,5,1,42,68,1,83,639,60626,113859,false,false,false,Energy,Ireland,Mississippi,male,nonsmoker,Married,194633023
139,0,0,0,0,0,0,1,1,0,1,1,6,6,5,5,38,32,46,55,720,40966,485167,false,true,false,Manufacturing,Denmark,West Virginia,male,nonsmoker,Married,901440008
140,0,0,1,1,1,0,1,1,1,1,1,6,2,3,9,32,44,75,99,754,144503,294817,false,false,false,Manufacturing,Mexico,Texas,female,nonsmoker,Married,671378274
141,0,0,0,1,1,0,0,0,0,1,4,6,6,1,6,70,62,53,98,783,2715,178685,false,false,true,Manufacturing,Sweden,New York,male,nonsmoker,Married,716271846
142,0,0,1,0,1,0,0,0,0,2,1,7,2,1,1,21,80,34,51,706,24403,68461,false,false,false,Financial Services,Mexico,New York,female,nonsmoker,Divorced,922620682
143,0,0,0,0,1,0,0,0,1,1,3,5,6,5,1,76,7,73,86,772,27583,270248,false,false,false,Healthcare,Germany,Georgia,male,nonsmoker,Married,192472270
144,0,0,1,0,0,0,0,0,1,1,0,4,2,0,1,21,54,29,95,755,64877,89596,false,false,false,Hospitality,Mexico,California,female,nonsmoker,Married,516608097
145,0,0,0,0,1,1,0,1,0,1,6,7,6,2,1,36,18,53,94,710,129344,66453,false,false,false,Financial Services,Spain,Florida,male,smoker,Married,752877378
146,0,0,0,1,1,1,0,0,0,1,2,3,2,5,11,37,49,37,99,844,136662,278483,false,false,true,Transportation,Mexico,Georgia,male,smoker,Married,490582752
147,0,0,1,1,1,0,1,0,0,2,1,2,7,1,1,66,42,43,85,434,62605,285302,false,false,false,Media and Advertising,Angola,New York,female,nonsmoker,Divorced,767320336
148,0,0,0,0,1,0,0,1,1,1,6,5,3,4,22,62,32,67,72,828,32329,166364,false,false,false,Healthcare,India,Rhode Island,male,nonsmoker,Married,775258497
149,0,0,1,1,1,0,1,0,1,0,1,6,7,6,1,39,68,46,6,754,42842,129017,false,false,false,Manufacturing,Tunisia,Michigan,female,nonsmoker,Single,729311588
150,0,0,0,1,1,1,0,1,0,2,2,5,7,5,1,35,12,31,94,826,45547,69937,false,false,false,Healthcare,Ethiopia,Kentucky,male,smoker,Divorced,620909979
151,0,0,0,0,1,0,0,1,1,1,4,4,6,4,1,21,50,11,8,697,4650,51246,false,false,false,Hospitality,Germany,Connecticut,male,nonsmoker,Married,793378367
152,0,0,1,1,0,0,1,0,0,1,5,3,5,1,1,44,58,41,92,684,37139,327980,false,false,false,Transportation,Costa Rica,New York,female,nonsmoker,Married,497960619
153,0,0,0,0,0,1,0,0,1,2,5,3,7,1,1,62,40,74,88,755,112016,105717,false,false,false,Transportation,Botswana,New York,male,smoker,Divorced,770423394
154,0,0,0,1,0,1,1,0,0,2,3,6,2,1,1,33,25,44,85,838,35962,356059,false,false,false,Manufacturing,Mexico,New York,male,smoker,Divorced,464769212
155,0,0,0,1,0,0,0,1,1,1,1,4,7,1,1,41,35,7,98,703,235743,85015,false,false,false,Hospitality,South Africa,New York,male,nonsmoker,Married,571036207
156,0,0,0,1,1,0,0,0,1,1,1,0,4,0,1,39,58,19,100,845,54166,223318,false,false,true,Education,China,California,male,nonsmoker,Married,631175251
157,0,0,0,1,0,0,1,0,0,1,7,7,6,5,26,68,54,70,87,591,26582,321855,false,false,false,Financial Services,Denmark,Alabama,male,nonsmoker,Married,767281647
158,0,0,1,1,0,0,0,1,0,0,0,2,0,0,2,43,47,34,92,627,474650,155527,false,false,false,Media and Advertising,United States,California,female,nonsmoker,Single,292843535
159,0,0,0,0,1,0,0,0,0,1,2,6,1,0,1,26,18,48,76,324,12981,356080,false,false,false,Manufacturing,Canada,California,male,nonsmoker,Married,900134188
160,0,0,0,1,0,0,0,1,0,1,0,0,5,5,1,45,46,12,96,782,32023,364342,false,false,false,Education,Chile,South Carolina,male,nonsmoker,Married,132428243
161,0,0,0,0,1,0,0,1,0,1,6,0,5,4,23,59,39,25,84,790,45261,294472,false,false,false,Education,Peru,Rhode Island,male,nonsmoker,Married,653878024
162,0,0,1,0,0,0,0,0,1,2,4,1,7,1,1,46,3,46,24,615,2152,235046,false,false,false,Energy,Morocco,New York,female,nonsmoker,Divorced,957756778
