account_id,performance_period,event_indicator,gender,ever_missed_obligation,at_current_job_1_year,smoker,uses_direct_deposit,business_owner,homeowner,marital_status,num_dependents,job_industry,citizenship,region,years_at_residence,age,debt_to_income,num_transactions,credit_history_mos,credit_score,amount,net_worth,id_important_activity,id_direct_contact,id_current_fs_relationship,job_industry_char,citizenship_char,region_char,gender_char,smoker_char,marital_status_char,ssn
12,4,0,0,1,1,0,0,1,0,1,3,2,7,5,20,41,46,33,90,755,448049,53981,false,false,true,Media and Advertising,Other,South,male,nonsmoker,Married,802937502
13,4,0,0,1,1,0,0,1,0,1,1,3,5,6,1,21,2,68,10,355,461853,937896,false,false,true,Transportation,India,MidWest,male,nonsmoker,Married,330898588
14,4,0,0,1,0,1,1,1,1,1,0,0,7,1,31,34,66,31,93,713,7996,86375,false,true,true,Education,Other,New York,male,smoker,Married,570149421
15,4,0,0,1,1,0,0,1,1,1,0,3,6,5,3,20,8,70,78,764,32171,256145,true,false,false,Transportation,China,South,male,nonsmoker,Married,937227516
16,4,0,0,0,1,0,0,1,1,1,1,4,2,3,18,45,20,40,78,760,12858,60469,false,false,false,Hospitality,EU,Texas,male,nonsmoker,Married,760654365
17,4,0,0,1,1,0,1,1,1,1,4,7,0,5,1,27,71,32,77,700,42318,79726,false,false,true,Financial Services,US,South,male,nonsmoker,Married,475013796
18,4,0,0,1,1,1,1,1,1,1,1,2,4,5,1,27,58,41,75,793,200673,550244,false,false,true,Media and Advertising,Africa,South,male,smoker,Married,712484208
19,4,0,1,0,1,0,1,0,1,0,0,0,6,0,2,33,8,50,85,781,62140,370867,false,false,true,Education,China,California,female,nonsmoker,Single,430384754
20,4,0,1,0,0,0,0,1,0,1,4,4,5,4,1,55,65,32,93,830,450446,65215,false,false,true,Hospitality,India,NE,female,nonsmoker,Married,920768600
21,4,0,0,1,1,0,0,1,1,1,0,3,7,2,1,53,87,39,25,776,59926,253187,true,false,false,Transportation,Other,Florida,male,nonsmoker,Married,813695400
22,4,0,0,1,1,0,0,1,0,1,1,1,5,2,1,40,55,69,67,784,257175,129824,false,false,true,Energy,India,Florida,male,nonsmoker,Married,416370076
23,4,0,1,0,1,1,0,1,1,1,6,3,6,4,1,27,32,7,96,391,119351,266599,false,false,true,Transportation,China,NE,female,smoker,Married,367703808
24,4,0,0,0,0,0,1,1,1,1,4,4,4,0,26,78,31,49,97,617,18115,388827,false,false,false,Hospitality,Africa,California,male,nonsmoker,Married,926762950
25,4,0,1,0,1,1,0,1,1,1,0,1,6,0,1,61,81,33,99,713,46566,70972,false,true,true,Energy,China,California,female,smoker,Married,716100405
26,4,0,1,1,1,1,0,1,1,1,0,0,1,5,1,34,53,8,8,850,6759,253814,false,false,true,Education,LATAM,South,female,smoker,Married,555208403
27,4,0,0,1,0,0,0,1,1,1,1,4,4,3,1,30,28,8,86,742,97153,423380,true,false,true,Hospitality,Africa,Texas,male,nonsmoker,Married,906515505
28,4,0,1,1,1,1,1,1,1,1,1,6,0,4,17,41,37,57,67,784,435971,79818,false,false,false,Manufacturing,US,NE,female,smoker,Married,716073866
29,4,0,0,1,1,0,0,1,1,1,3,3,5,1,2,40,22,6,10,665,162223,327603,false,false,true,Transportation,India,New York,male,nonsmoker,Married,959880805
30,4,0,1,0,1,0,1,1,0,1,4,4,5,2,1,71,1,31,83,806,5972,282966,false,false,false,Hospitality,India,Florida,female,nonsmoker,Married,891174261
31,4,0,1,1,0,0,0,0,0,1,0,7,4,3,1,24,48,42,97,331,55331,145568,true,false,false,Financial Services,Africa,Texas,female,nonsmoker,Married,211700531
32,4,0,0,0,1,0,1,1,0,1,4,6,4,6,1,46,99,36,98,661,192115,307716,false,false,false,Manufacturing,Africa,MidWest,male,nonsmoker,Married,554260723
33,4,0,0,1,1,0,0,1,1,2,7,2,7,5,1,42,17,48,74,811,396854,101601,true,false,true,Media and Advertising,Other,South,male,nonsmoker,Divorced,829621851
34,4,0,1,0,0,1,1,1,1,1,0,5,7,4,1,23,17,8,83,739,144054,223254,false,true,false,Healthcare,Other,NE,female,smoker,Married,682919012
35,4,0,1,0,0,1,1,1,1,1,4,5,6,2,1,21,59,71,16,788,110767,147023,false,false,false,Healthcare,China,Florida,female,smoker,Married,849554885
36,4,0,0,0,1,0,0,1,0,1,6,4,4,5,1,37,67,50,90,808,49284,109025,true,false,false,Hospitality,Africa,South,male,nonsmoker,Married,756125058
37,4,0,0,0,1,0,0,1,1,2,1,6,5,3,2,76,48,55,96,656,220,164829,false,false,true,Manufacturing,India,Texas,male,nonsmoker,Divorced,323955310
38,4,0,1,1,1,1,0,1,1,0,2,7,5,1,11,64,89,33,86,671,27534,82182,false,false,true,Financial Services,India,New York,female,smoker,Single,365103596
39,4,0,1,1,1,0,0,1,0,1,6,4,4,1,3,24,56,38,76,700,55882,316388,false,false,false,Hospitality,Africa,New York,female,nonsmoker,Married,336271310
40,4,0,1,0,1,0,0,0,0,0,6,1,7,4,2,49,67,68,98,623,441408,82656,true,false,false,Energy,Other,NE,female,nonsmoker,Single,464418081
41,4,0,0,1,1,1,0,1,0,1,0,2,0,3,1,42,71,35,82,734,165716,215896,true,false,false,Media and Advertising,US,Texas,male,smoker,Married,703961035
42,4,0,0,1,1,1,0,1,1,1,5,2,6,4,1,24,89,49,92,698,245514,142348,false,false,false,Media and Advertising,China,NE,male,smoker,Married,971087969
43,4,0,0,0,0,0,0,1,0,1,1,4,0,7,1,22,66,59,66,665,92699,183544,false,false,true,Hospitality,US,West,male,nonsmoker,Married,309770924
44,4,0,0,1,1,0,0,1,0,2,4,4,6,0,1,28,19,45,93,697,8475,236477,false,false,false,Hospitality,China,California,male,nonsmoker,Divorced,488948532
45,4,0,1,1,0,1,0,1,0,1,3,2,1,4,14,33,18,18,81,775,142054,118673,false,false,false,Media and Advertising,LATAM,NE,female,smoker,Married,857644712
46,4,0,1,1,0,0,0,1,1,1,0,1,4,6,1,20,40,42,66,670,46193,414051,false,true,false,Energy,Africa,MidWest,female,nonsmoker,Married,190142026
47,4,0,0,1,0,0,1,0,1,1,1,4,1,1,1,25,23,36,90,697,13581,240563,true,false,true,Hospitality,LATAM,New York,male,nonsmoker,Married,205026086
48,4,0,1,0,0,0,0,0,1,1,2,2,3,0,1,45,50,48,89,664,8429,134454,false,false,false,Media and Advertising,Middle East,California,female,nonsmoker,Married,132627985
49,4,0,1,1,1,1,0,1,1,2,1,7,0,4,5,29,57,44,99,780,13313,58184,false,false,false,Financial Services,US,NE,female,smoker,Divorced,146755464
50,4,0,0,0,1,0,0,1,0,1,4,6,5,3,1,32,59,9,94,796,69405,242746,false,false,false,Manufacturing,India,Texas,male,nonsmoker,Married,811049659
51,4,0,1,0,0,1,0,1,1,1,0,1,2,5,1,42,41,10,96,331,252352,240331,false,true,false,Energy,EU,South,female,smoker,Married,777439344
52,4,0,1,1,1,1,0,1,1,1,3,4,0,3,1,20,57,37,72,758,400327,255662,false,false,false,Hospitality,US,Texas,female,smoker,Married,572565380
53,4,0,1,0,0,0,0,1,1,1,4,2,7,1,1,37,15,31,86,317,91064,62094,true,false,true,Media and Advertising,Other,New York,female,nonsmoker,Married,131227657
54,4,0,1,0,1,0,0,1,0,0,5,7,1,2,1,45,58,40,25,656,78025,212488,false,true,false,Financial Services,LATAM,Florida,female,nonsmoker,Single,702645459
55,4,0,0,0,1,0,0,1,1,0,6,2,6,4,1,28,71,63,99,716,153203,290203,false,true,true,Media and Advertising,China,NE,male,nonsmoker,Single,480675239
56,4,0,0,1,1,0,1,1,0,1,4,3,0,0,1,61,38,37,89,723,467680,720822,true,false,true,Transportation,US,California,male,nonsmoker,Married,314890672
57,4,0,1,0,0,0,1,0,1,1,0,4,5,4,1,30,96,48,16,796,68224,51784,true,true,true,Hospitality,India,NE,female,nonsmoker,Married,503028498
58,4,0,1,0,1,0,0,1,1,1,0,5,4,1,1,39,28,38,81,706,44387,501851,true,false,false,Healthcare,Africa,New York,female,nonsmoker,Married,595372369
59,4,0,0,1,1,0,1,1,0,0,3,5,7,3,18,66,75,31,9,683,31312,232398,true,false,false,Healthcare,Other,Texas,male,nonsmoker,Single,291087090
60,4,0,1,1,1,0,1,1,1,1,3,2,7,5,2,68,58,6,64,763,358533,233727,false,true,true,Media and Advertising,Other,South,female,nonsmoker,Married,847117909
61,4,0,1,1,1,0,0,1,1,2,4,1,1,1,1,43,22,50,62,714,24372,411451,false,false,true,Energy,LATAM,New York,female,nonsmoker,Divorced,963963762
62,4,0,0,1,0,0,0,1,1,0,4,3,1,3,32,76,83,53,89,459,389352,383459,true,true,false,Transportation,LATAM,Texas,male,nonsmoker,Single,725978191
63,4,0,0,0,1,0,0,0,0,1,6,4,4,0,2,23,40,46,72,696,446831,178291,false,false,false,Hospitality,Africa,California,male,nonsmoker,Married,792302521
64,4,0,0,1,1,0,0,1,0,1,6,5,4,1,1,30,27,51,73,759,105210,103811,true,false,true,Healthcare,Africa,New York,male,nonsmoker,Married,817241671
65,4,0,1,1,1,0,0,1,1,2,5,1,3,2,22,35,30,25,97,663,90253,332712,false,false,false,Energy,Middle East,Florida,female,nonsmoker,Divorced,508085284
66,4,0,1,1,0,0,0,1,1,1,3,2,6,2,19,56,107,44,22,754,137292,136069,false,false,true,Media and Advertising,China,Florida,female,nonsmoker,Married,179306967
67,4,0,0,1,1,0,1,1,0,2,0,2,7,2,1,30,60,47,99,777,6537,104466,false,false,true,Media and Advertising,Other,Florida,male,nonsmoker,Divorced,140677328
68,4,0,1,1,0,0,0,1,1,1,7,4,1,7,1,22,104,46,95,797,16997,410081,false,false,true,Hospitality,LATAM,West,female,nonsmoker,Married,874119111
69,4,0,0,0,1,0,0,1,0,1,6,1,0,0,14,51,8,52,95,746,62190,120206,false,true,true,Energy,US,California,male,nonsmoker,Married,241676919
70,4,0,1,1,0,1,0,1,0,0,1,4,4,7,21,34,2,42,92,692,215507,244438,false,false,false,Hospitality,Africa,West,female,smoker,Single,749543561
71,4,0,0,1,0,0,0,1,0,1,6,4,7,0,1,68,82,40,90,797,24044,234406,false,true,false,Hospitality,Other,California,male,nonsmoker,Married,641038136
72,4,0,1,0,1,1,1,1,1,1,4,2,5,1,1,71,110,15,63,800,16398,249609,true,false,true,Media and Advertising,India,New York,female,smoker,Married,157457936
73,4,0,1,0,1,1,0,1,1,1,7,0,2,5,1,24,77,43,64,754,332292,191880,false,true,true,Education,EU,South,female,smoker,Married,536220201
74,4,0,1,0,0,0,0,1,0,1,5,4,0,2,1,22,54,27,88,755,337999,354007,false,false,false,Hospitality,US,Florida,female,nonsmoker,Married,592989038
75,4,0,1,0,0,0,0,0,1,1,0,2,0,1,6,28,21,8,20,688,236847,68155,false,false,false,Media and Advertising,US,New York,female,nonsmoker,Married,579243107
76,4,0,0,0,0,1,0,0,0,1,6,2,0,2,1,28,3,1,63,704,180135,263467,false,false,false,Media and Advertising,US,Florida,male,smoker,Married,844828647
77,4,0,1,1,1,0,0,0,1,1,4,2,4,1,3,29,46,31,86,749,450565,104980,true,false,true,Media and Advertising,Africa,New York,female,nonsmoker,Married,625340705
78,4,0,0,1,0,1,0,0,1,1,1,2,5,2,1,76,34,61,94,751,26558,227639,false,false,false,Media and Advertising,India,Florida,male,smoker,Married,749287986
79,4,0,1,0,0,0,1,1,1,1,0,5,2,2,1,22,106,44,77,691,475570,833693,false,true,false,Healthcare,EU,Florida,female,nonsmoker,Married,924422910
80,4,0,1,1,1,0,1,1,1,1,1,7,1,1,1,20,1,64,13,793,43313,770943,false,false,false,Financial Services,LATAM,New York,female,nonsmoker,Married,820741673
81,4,0,0,0,0,1,0,1,0,1,5,4,5,1,1,28,15,49,86,792,33911,311668,true,false,true,Hospitality,India,New York,male,smoker,Married,539702569
82,4,0,0,1,1,1,0,0,1,0,0,2,3,0,18,23,78,44,72,736,138756,90549,false,false,true,Media and Advertising,Middle East,California,male,smoker,Single,869412601
83,4,0,1,1,1,0,0,1,0,0,6,2,7,4,1,49,61,9,9,766,24753,248784,false,false,false,Media and Advertising,Other,NE,female,nonsmoker,Single,702750114
84,4,0,1,0,1,0,1,1,1,1,3,6,0,0,1,63,81,34,19,438,37836,198622,true,true,true,Manufacturing,US,California,female,nonsmoker,Married,196264283
85,4,0,1,1,0,1,1,0,1,1,1,5,5,6,1,25,25,33,91,737,32530,235958,false,false,true,Healthcare,India,MidWest,female,smoker,Married,582128639
86,4,0,0,0,0,0,0,1,1,1,6,0,7,6,1,32,32,55,6,373,27844,869051,true,false,true,Education,Other,MidWest,male,nonsmoker,Married,733903301
87,4,0,1,1,1,0,0,1,1,1,3,5,2,0,18,25,41,8,63,693,200029,78921,false,false,true,Healthcare,EU,California,female,nonsmoker,Married,758535728
88,4,0,0,0,1,1,0,1,0,1,4,3,7,2,1,36,109,41,7,754,60894,124205,true,false,true,Transportation,Other,Florida,male,smoker,Married,168428705
89,4,0,1,1,0,0,0,1,1,2,1,1,6,1,1,43,13,38,9,744,9725,214613,true,false,true,Energy,China,New York,female,nonsmoker,Divorced,295021740
90,4,0,1,0,1,0,1,1,1,1,0,6,6,4,1,43,63,31,94,774,2115,107569,false,false,false,Manufacturing,China,NE,female,nonsmoker,Married,730840086
91,4,0,1,1,1,0,0,1,1,1,4,6,6,3,1,40,90,35,99,727,140980,181022,false,false,false,Manufacturing,China,Texas,female,nonsmoker,Married,370311452
92,4,0,0,1,0,0,1,1,1,1,5,5,3,0,2,35,74,26,70,668,90412,67381,false,false,true,Healthcare,Middle East,California,male,nonsmoker,Married,330817037
93,4,0,1,0,1,0,1,0,1,1,1,4,1,3,1,21,114,60,7,848,169228,197164,false,true,true,Hospitality,LATAM,Texas,female,nonsmoker,Married,767242030
94,4,0,0,0,0,1,1,1,0,1,2,3,6,7,1,62,56,8,89,395,57607,184269,false,false,false,Transportation,China,West,male,smoker,Married,739899513
95,4,0,1,0,0,1,1,1,0,1,2,1,0,7,1,39,99,8,18,477,499614,143303,true,false,true,Energy,US,West,female,smoker,Married,571186829
96,4,0,0,0,1,0,0,0,1,1,5,2,4,1,40,35,5,2,55,775,7241,148751,false,true,false,Media and Advertising,Africa,New York,male,nonsmoker,Married,277825738
97,4,0,1,0,1,1,1,0,0,2,2,7,7,4,12,45,4,37,98,706,357693,67838,true,false,true,Financial Services,Other,NE,female,smoker,Divorced,977047828
98,4,0,0,1,1,1,0,1,1,1,0,6,6,6,1,39,55,38,76,763,31499,220266,false,true,true,Manufacturing,China,MidWest,male,smoker,Married,908379830
99,4,0,0,1,1,0,0,0,0,2,0,1,1,4,1,57,81,32,69,708,339288,70523,false,false,true,Energy,LATAM,NE,male,nonsmoker,Divorced,725970852
100,4,0,1,0,1,1,0,1,1,1,3,2,5,5,1,42,46,62,76,661,96116,827551,false,true,false,Media and Advertising,India,South,female,smoker,Married,638411236
101,4,0,0,1,1,0,0,1,1,1,1,1,5,6,40,58,41,50,8,750,291706,132869,false,false,false,Energy,India,MidWest,male,nonsmoker,Married,157813760
102,4,0,1,1,0,1,0,1,1,1,4,4,7,0,1,34,26,0,96,559,129333,138520,true,true,true,Hospitality,Other,California,female,smoker,Married,440038521
103,4,0,0,1,0,0,0,0,0,1,4,1,3,4,35,25,51,50,100,695,490145,466534,false,false,true,Energy,Middle East,NE,male,nonsmoker,Married,939672545
104,4,0,1,0,1,0,0,1,1,1,6,0,6,4,1,26,74,46,65,797,75366,179056,true,false,true,Education,China,NE,female,nonsmoker,Married,789871891
105,4,0,0,0,0,1,0,1,1,2,1,2,0,0,1,41,28,73,11,755,5631,199851,false,true,false,Media and Advertising,US,California,male,smoker,Divorced,571127482
106,4,0,1,1,1,1,0,1,0,1,0,4,5,5,1,54,36,1,9,783,60724,202282,false,false,false,Hospitality,India,South,female,smoker,Married,196925108
107,4,0,0,0,0,1,0,1,0,1,5,4,2,5,33,45,62,48,92,781,73915,199421,false,false,true,Hospitality,EU,South,male,smoker,Married,268049196
108,4,0,0,1,0,1,1,0,1,1,3,1,0,4,3,75,35,45,6,766,232991,259473,false,false,true,Energy,US,NE,male,smoker,Married,781790879
109,4,0,1,1,1,0,1,0,1,1,4,6,2,2,3,40,52,36,81,463,94136,254549,false,true,true,Manufacturing,EU,Florida,female,nonsmoker,Married,517888077
110,4,0,0,0,0,0,1,1,1,1,3,7,1,4,1,76,19,1,9,803,260,157222,false,false,false,Financial Services,LATAM,NE,male,nonsmoker,Married,631970518
111,4,0,1,1,1,1,0,0,1,1,3,4,7,2,32,51,61,33,79,738,120427,286969,false,false,false,Hospitality,Other,Florida,female,smoker,Married,812883836
112,4,0,0,1,1,0,0,1,0,1,6,7,6,0,1,33,81,72,21,706,481419,278809,true,true,false,Financial Services,China,California,male,nonsmoker,Married,591905128
113,4,0,0,1,0,0,0,1,0,1,6,7,0,4,1,65,90,44,69,705,2770,116396,false,false,false,Financial Services,US,NE,male,nonsmoker,Married,726495435
114,4,0,0,0,0,0,0,1,1,1,2,2,5,5,1,24,39,25,82,800,390631,335962,false,false,false,Media and Advertising,India,South,male,nonsmoker,Married,653040456
115,4,0,0,1,1,0,0,1,1,1,0,3,0,4,1,66,72,3,80,775,83911,671555,false,false,false,Transportation,US,NE,male,nonsmoker,Married,406128066
116,4,0,1,1,0,1,1,1,0,1,5,2,3,0,16,51,42,75,86,652,165214,277004,false,false,true,Media and Advertising,Middle East,California,female,smoker,Married,227568614
117,4,0,0,0,1,0,0,1,1,1,7,5,4,1,19,29,75,55,87,677,162832,430633,false,true,false,Healthcare,Africa,New York,male,nonsmoker,Married,852593817
118,4,0,1,1,0,1,0,1,1,1,0,3,5,3,27,38,74,26,88,628,486136,479735,false,false,false,Transportation,India,Texas,female,smoker,Married,378617148
119,4,0,1,1,1,1,0,1,0,2,7,1,6,0,18,50,33,35,72,465,73781,569557,false,false,false,Energy,China,California,female,smoker,Divorced,752874115
120,4,0,0,0,1,1,1,1,0,1,0,4,7,7,1,23,76,74,82,747,233130,165938,false,false,false,Hospitality,Other,West,male,smoker,Married,581956318
121,4,0,1,1,1,1,1,0,0,1,1,3,1,3,11,40,90,59,99,362,351153,350265,true,false,true,Transportation,LATAM,Texas,female,smoker,Married,314432449
122,4,0,0,1,1,0,1,0,0,1,1,1,4,4,18,57,23,26,84,719,99404,278163,false,false,true,Energy,Africa,NE,male,nonsmoker,Married,302187800
123,4,0,0,1,1,1,0,1,0,1,4,0,6,0,1,77,37,37,90,711,6018,89607,false,false,false,Education,China,California,male,smoker,Married,953804717
124,4,0,0,1,1,0,0,1,0,1,2,2,0,1,1,24,15,41,83,470,353161,114319,false,false,true,Media and Advertising,US,New York,male,nonsmoker,Married,913372556
125,4,0,1,1,1,0,1,0,1,1,3,1,1,5,1,25,87,41,95,437,21431,273347,false,false,false,Energy,LATAM,South,female,nonsmoker,Married,408518995
126,4,0,1,0,1,1,0,1,1,1,4,0,7,4,1,25,15,39,81,722,204917,98310,false,false,true,Education,Other,NE,female,smoker,Married,140599230
127,4,0,0,1,1,0,0,1,1,0,0,3,4,4,25,19,82,53,79,716,33715,128924,false,false,true,Transportation,Africa,NE,male,nonsmoker,Single,350690630
128,4,0,0,0,1,0,0,1,0,1,6,4,6,6,1,65,99,35,97,772,177826,126237,false,false,true,Hospitality,China,MidWest,male,nonsmoker,Married,705534718
129,4,0,1,0,1,0,0,1,1,1,2,7,6,4,1,55,16,66,84,748,233869,238472,false,false,false,Financial Services,China,NE,female,nonsmoker,Married,364164882
130,4,0,1,1,0,1,0,1,1,1,0,3,4,3,1,31,41,40,85,843,75847,367514,false,false,false,Transportation,Africa,Texas,female,smoker,Married,156356466
131,4,0,0,1,1,0,0,0,0,1,5,6,0,0,22,23,83,50,91,748,26556,269863,true,false,false,Manufacturing,US,California,male,nonsmoker,Married,489775652
132,4,0,1,1,1,1,0,1,1,1,5,1,0,7,1,31,9,53,12,651,225674,206474,false,false,false,Energy,US,West,female,smoker,Married,391123871
133,4,0,0,1,1,1,0,0,0,1,3,1,2,3,1,45,33,48,66,650,186195,245494,false,false,true,Energy,EU,Texas,male,smoker,Married,503242096
134,4,0,0,1,1,1,0,1,1,1,0,4,5,0,20,25,24,34,81,681,60674,257667,false,false,true,Hospitality,India,California,male,smoker,Married,611336690
135,4,0,1,0,0,0,1,1,1,1,1,7,2,1,11,32,43,47,100,782,30888,267134,true,false,true,Financial Services,EU,New York,female,nonsmoker,Married,850754763
136,4,0,0,0,1,0,0,1,0,1,4,3,0,3,18,33,48,53,78,366,191492,72235,false,false,false,Transportation,US,Texas,male,nonsmoker,Married,494718637
137,4,0,0,1,1,0,0,1,0,1,1,3,0,2,3,30,40,41,91,619,77152,274689,false,true,false,Transportation,US,Florida,male,nonsmoker,Married,353601321
138,4,0,0,1,1,1,0,0,0,1,7,3,0,5,1,73,33,33,81,799,237773,210310,false,false,true,Transportation,US,South,male,smoker,Married,561098243
139,4,0,0,1,1,0,0,1,1,1,4,2,7,3,40,41,91,39,85,770,80727,84848,false,false,false,Media and Advertising,Other,Texas,male,nonsmoker,Married,917873151
140,4,0,0,0,1,0,0,1,0,2,1,2,7,5,1,44,65,41,85,745,67233,145997,false,false,true,Media and Advertising,Other,South,male,nonsmoker,Divorced,823703237
141,4,0,1,1,1,1,0,1,0,2,3,0,2,4,3,77,49,99,84,781,36457,817650,true,false,false,Education,EU,NE,female,smoker,Divorced,588840198
142,4,0,0,1,1,0,0,1,1,1,4,5,5,6,1,46,11,39,88,813,274014,281372,true,false,false,Healthcare,India,MidWest,male,nonsmoker,Married,205598758
143,4,0,1,1,1,0,0,1,0,1,5,6,7,4,1,33,75,32,64,716,61218,227547,false,false,false,Manufacturing,Other,NE,female,nonsmoker,Married,277915235
144,4,0,1,1,1,0,0,1,1,1,4,4,4,0,1,27,96,74,91,760,218748,213771,true,false,false,Hospitality,Africa,California,female,nonsmoker,Married,948010693
145,4,0,0,0,1,1,0,1,1,1,0,2,6,5,1,22,28,72,81,717,86936,258427,false,false,false,Media and Advertising,China,South,male,smoker,Married,209855095
146,4,0,1,1,1,0,0,1,1,1,0,7,7,0,4,40,1,9,67,745,401760,294245,false,true,true,Financial Services,Other,California,female,nonsmoker,Married,202316316
147,4,0,0,1,0,1,1,1,1,2,6,2,7,4,1,24,25,9,82,784,42305,778613,true,true,false,Media and Advertising,Other,NE,male,smoker,Divorced,300553110
148,4,0,0,1,1,0,1,1,0,1,5,4,3,0,1,57,76,75,84,826,72247,300819,false,false,true,Hospitality,Middle East,California,male,nonsmoker,Married,694057406
149,4,0,0,0,1,1,0,1,1,1,6,2,2,4,1,20,51,37,79,803,54367,209177,false,false,false,Media and Advertising,EU,NE,male,smoker,Married,336099654
150,4,0,0,1,0,0,0,1,0,1,0,1,0,1,4,26,52,72,91,825,237162,187577,false,false,true,Energy,US,New York,male,nonsmoker,Married,767029243
151,4,0,1,0,1,1,0,1,0,0,1,2,6,5,1,35,69,5,88,741,95974,298202,false,false,false,Media and Advertising,China,South,female,smoker,Single,181994088
152,4,0,0,0,1,1,1,1,1,1,7,1,0,2,1,35,15,69,97,768,282218,799516,true,false,true,Energy,US,Florida,male,smoker,Married,421178063
153,4,0,1,1,1,0,0,1,0,1,1,4,5,7,28,32,52,41,95,695,185364,313792,false,false,false,Hospitality,India,West,female,nonsmoker,Married,450067469
154,4,0,1,1,1,1,0,1,0,1,4,4,5,0,1,36,53,50,74,825,203675,206350,true,false,false,Hospitality,India,California,female,smoker,Married,498935252
155,4,0,1,0,1,0,0,1,0,1,4,1,0,1,1,66,22,63,84,538,473829,140439,false,false,false,Energy,US,New York,female,nonsmoker,Married,531571783
156,4,0,1,1,1,1,1,1,1,1,1,3,1,4,31,23,20,1,94,806,94560,282974,false,false,true,Transportation,LATAM,NE,female,smoker,Married,371358643
157,4,0,1,1,1,0,0,1,1,1,5,5,0,4,1,73,21,75,87,601,343076,252359,false,false,true,Healthcare,US,NE,female,nonsmoker,Married,450542151
158,4,0,0,1,0,0,1,1,1,2,6,6,7,5,1,68,59,34,88,849,36549,84562,true,true,true,Manufacturing,Other,South,male,nonsmoker,Divorced,855293636
159,4,0,1,1,0,1,1,0,1,1,3,7,0,3,3,78,7,0,85,814,7081,123575,true,false,true,Financial Services,US,Texas,female,smoker,Married,739882217
160,4,0,1,0,1,1,0,1,0,2,0,4,6,1,1,20,14,5,83,646,76537,279203,true,false,false,Hospitality,China,New York,female,smoker,Divorced,962252266
161,4,0,1,1,0,0,1,1,0,1,4,4,4,6,3,56,67,34,10,708,216465,136466,false,false,true,Hospitality,Africa,MidWest,female,nonsmoker,Married,371740754
162,4,0,0,0,0,0,0,1,0,1,4,2,6,1,1,41,95,40,62,798,268635,269438,false,true,false,Media and Advertising,China,New York,male,nonsmoker,Married,767411583
163,4,0,0,0,1,0,0,1,1,1,2,3,7,0,13,72,100,45,72,742,401533,194185,false,true,true,Transportation,Other,California,male,nonsmoker,Married,609790164
164,4,0,0,1,1,0,0,1,1,1,4,5,7,1,2,62,51,38,75,751,4388,235283,false,false,false,Healthcare,Other,New York,male,nonsmoker,Married,863168531
165,4,0,1,0,1,0,1,1,0,1,0,1,0,4,1,68,38,71,71,774,21523,785438,false,false,false,Energy,US,NE,female,nonsmoker,Married,189105055
166,4,0,1,1,0,0,0,0,1,1,1,1,5,0,34,28,62,11,85,813,5607,482296,false,false,false,Energy,India,California,female,nonsmoker,Married,747012821
167,4,0,1,0,1,0,0,1,0,2,1,7,5,3,37,21,9,47,72,845,17208,219184,false,false,true,Financial Services,India,Texas,female,nonsmoker,Divorced,550850628
168,4,0,1,1,1,1,0,1,0,2,1,3,5,1,1,56,68,17,81,690,6252,142774,false,true,false,Transportation,India,New York,female,smoker,Divorced,124210565
