account_id,performance_period,event_indicator,gender,ever_missed_obligation,at_current_job_1_year,smoker,uses_direct_deposit,business_owner,homeowner,auto_owner,card_testing,city_state_match,synthetic_identity,income_high,non_military_disability,marital_status,living_status,credit_purpose,identity_match,military_status,application_day,num_dependents,job_industry,citizenship,region,self_id_race_ethnicity,application_hour,years_at_residence,age,debt_to_income,city_state,credit_utilization,num_transactions,credit_history_mos,credit_score,amount,credit_request_duration,net_worth,id_important_activity,id_direct_contact,id_current_fs_relationship,job_industry_char,citizenship_char,region_char,gender_char,smoker_char,marital_status_char,ssn,living_status_char,credit_purpose_char,identity_match_char,military_status_char,application_day_char,self_id_race_ethnicity_char,application_hour_char,city_state_char
17,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,4,0,5,1,2,1,4,0,13,10,24,42,60,91,53,72,726,292583,1,149465,false,false,false,Media and Advertising,Canada,China,male,nonsmoker,Married,940375202,own,auto,excellent,none,Friday,White/Caucasian,1PM,37.98°N 121.31°W
18,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,2,0,1,4,2,5,6,6,5,5,1,14,5,42,75,94,59,31,99,829,88500,41,60332,false,false,true,Manufacturing,Panama,LATAM,male,nonsmoker,Divorced,823417192,own,mortgage,excellent,reserves,Friday,Black/African-American,2PM,32.91°N 96.63°W
19,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,2,2,3,0,1,0,3,7,0,0,2,11,60,14,113,55,33,86,628,23860,1,50768,false,false,false,Transportation,Ethiopia,US,male,nonsmoker,Divorced,222699262,rent,consolidation,good,none,Monday,White/Caucasian,2AM,35.08°N 78.97°W
20,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,2,1,2,3,0,1,1,1,7,3,1,11,1,79,35,279,3,43,95,753,54914,118,826537,false,false,false,Energy,Tunisia,India,male,nonsmoker,Divorced,182898173,mortgage,consolidation,good,none,Monday,Black/African-American,11AM,38.27°N 104.61°W
21,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2,2,0,5,4,1,7,0,0,8,11,42,80,150,17,29,81,778,11725,11,192168,false,false,true,Energy,South Africa,US,female,nonsmoker,Married,506839549,own,consolidation,fair,none,Friday,White/Caucasian,8AM,44.92°N 123.02°W
22,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,4,0,4,4,2,6,4,0,10,12,45,40,236,0,65,8,722,334228,1,312543,false,false,true,Media and Advertising,Italy,China,male,nonsmoker,Married,781094560,mortgage,mortgage,excellent,none,thrursday,White/Caucasian,10AM,44.02°N 92.48°W
23,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,2,2,2,4,0,3,3,2,3,4,3,8,1,38,34,280,2,19,93,731,131385,1,242269,false,false,false,Media and Advertising,India,China,male,nonsmoker,Divorced,544379074,rent,consolidation,excellent,none,Wednesday,Indigenous/Native American,8AM,29.70°N 98.12°W
24,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,3,0,1,6,4,6,1,1,12,1,24,67,252,64,24,56,629,12108,11,233633,false,false,false,Hospitality,France,Canada,male,nonsmoker,Married,705296840,mortgage,auto,good,none,Monday,Black/African-American,12PM,35.99°N 79.99°W
25,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,4,0,5,3,2,6,7,1,16,9,37,28,193,40,49,84,702,4706,12,235585,false,false,false,Media and Advertising,Portugal,EU,male,nonsmoker,Married,848901912,mortgage,mortgage,excellent,none,Friday,Black/African-American,4PM,31.56°N 97.19°W
26,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,1,0,4,0,6,6,7,2,1,0,10,13,42,8,301,17,98,67,784,47445,7,428518,false,false,false,Financial Services,Mexico,Canada,male,smoker,Divorced,564999921,mortgage,auto,excellent,none,Saturday,White/Caucasian,10AM,39.59°N 104.87°W
27,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,2,2,0,4,0,4,0,5,7,5,1,13,38,25,90,196,77,98,85,685,17814,1,217779,false,false,false,Healthcare,Tanzania,LATAM,female,nonsmoker,Divorced,668442389,rent,auto,excellent,none,thrursday,Black/African-American,1PM,40.08°N 74.20°W
28,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,2,2,3,0,1,2,2,2,4,1,16,1,74,70,298,90,70,97,783,46581,1,250129,false,false,false,Media and Advertising,Mexico,China,female,smoker,Married,594378516,rent,consolidation,good,none,Monday,Black/African-American,4PM,26.08°N 80.28°W
29,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,2,1,1,3,0,5,6,2,1,3,0,13,36,24,59,273,23,14,83,793,415210,4,122934,false,false,true,Media and Advertising,Canada,India,female,nonsmoker,Divorced,564311506,mortgage,mortgage,good,none,Friday,White/Caucasian,1PM,42.71°N 84.56°W
30,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,2,4,0,5,5,1,6,1,2,13,1,20,55,312,35,60,61,616,463692,47,214347,true,false,false,Energy,United Kingdom,Canada,male,smoker,Married,330830582,mortgage,consolidation,excellent,none,Friday,Asian,1PM,47.48°N 122.19°W
31,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,3,0,3,3,6,2,0,2,11,1,53,71,105,6,47,19,649,451639,1,325204,false,false,true,Manufacturing,Mexico,US,male,nonsmoker,Married,829958575,mortgage,mortgage,good,none,Wednesday,Asian,11AM,47.25°N 122.46°W
32,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,3,0,3,4,6,0,1,5,16,3,45,3,263,99,70,32,563,402686,1,50562,false,true,true,Manufacturing,United States,Canada,male,smoker,Married,486889750,own,mortgage,good,none,Wednesday,Hispanic/Latino(a),4PM,43.58°N 116.56°W
33,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,2,1,0,1,5,6,5,3,2,15,1,48,28,203,33,34,98,795,54667,8,324589,true,false,false,Manufacturing,Costa Rica,India,male,nonsmoker,Married,639763741,rent,consolidation,poor,none,Monday,Asian,3PM,37.05°N 76.30°W
34,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,4,3,0,6,2,2,7,3,5,10,12,39,52,225,50,48,87,785,85036,87,660319,true,false,false,Media and Advertising,Angola,India,male,nonsmoker,Married,813239373,mortgage,other,good,none,Saturday,Hispanic/Latino(a),10AM,33.95°N 83.37°W
35,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,4,0,6,0,1,6,0,1,12,1,54,74,62,21,31,86,847,148977,9,153295,false,false,false,Energy,Sweden,US,female,smoker,Married,160761618,mortgage,mortgage,excellent,none,Saturday,Black/African-American,12PM,27.75°N 97.17°W
36,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,2,1,5,5,2,0,0,0,11,1,43,17,192,8,34,83,612,27552,16,228413,true,false,false,Media and Advertising,United States,US,female,nonsmoker,Married,227700127,mortgage,mortgage,fair,active_duty,Friday,White/Caucasian,11AM,39.92°N 104.94°W
37,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,2,4,0,3,1,4,3,5,3,11,40,41,97,326,32,38,98,799,16411,23,170356,false,false,false,Hospitality,India,LATAM,male,smoker,Married,299792940,mortgage,consolidation,excellent,none,Wednesday,Indigenous/Native American,11AM,36.07°N 94.17°W
38,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,3,1,2,5,6,1,0,4,16,7,31,44,272,95,37,63,626,48693,149,87351,false,false,false,Manufacturing,Canada,US,male,nonsmoker,Single,894624157,mortgage,auto,good,active_duty,Tuesday,Hawaiian/Pacific Islander,4PM,30.08°N 94.15°W
39,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,3,2,5,2,2,5,0,0,2,3,41,87,142,7,75,81,425,15262,11,137015,false,false,false,Media and Advertising,Uruguay,US,male,nonsmoker,Married,192558060,mortgage,mortgage,good,reserves,Friday,White/Caucasian,2AM,30.67°N 88.10°W
40,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,2,2,0,3,2,5,1,4,7,2,5,8,38,25,48,72,5,96,86,513,131354,1,288745,false,false,false,Hospitality,Morocco,Mexico,female,nonsmoker,Divorced,713976585,rent,auto,good,reserves,Friday,Hispanic/Latino(a),8AM,40.71°N 74.06°W
41,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,0,5,4,2,4,1,1,17,1,36,15,256,78,25,75,713,412349,97,297060,true,false,false,Media and Advertising,China,Canada,female,smoker,Married,951068858,own,auto,excellent,none,Friday,Black/African-American,5PM,42.98°N 71.44°W
42,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,2,2,0,0,4,0,7,5,0,13,21,36,67,239,4,47,100,729,131447,10,291766,false,true,false,Education,South Africa,LATAM,male,smoker,Single,455455742,rent,consolidation,fair,none,Sunday,White/Caucasian,1PM,32.92°N 80.07°W
43,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2,1,2,0,3,7,1,0,0,0,18,19,26,62,213,86,50,79,707,24871,25,420280,false,true,true,Energy,United States,US,male,nonsmoker,Married,769928755,rent,mortgage,fair,none,Wednesday,White/Caucasian,6PM,40.69°N 112.01°W
44,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,1,3,0,5,7,3,7,5,1,12,40,51,49,242,7,52,54,421,469954,63,456662,false,true,false,Transportation,Tunisia,LATAM,male,smoker,Married,166565132,rent,mortgage,good,none,Friday,Black/African-American,12PM,39.09°N 94.35°W
45,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,2,0,4,0,3,1,4,2,2,3,9,4,66,28,332,91,71,99,724,8286,1,185793,false,false,false,Hospitality,Mexico,Mexico,female,smoker,Married,136217423,rent,auto,excellent,none,Wednesday,Indigenous/Native American,9AM,32.52°N 114.52°W
46,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,4,3,3,0,2,6,3,0,1,1,27,32,334,25,92,96,626,3834,15,251326,false,false,false,Media and Advertising,United Kingdom,India,female,nonsmoker,Married,167382312,mortgage,auto,excellent,retired,Wednesday,White/Caucasian,1AM,36.70°N 76.63°W
47,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,2,0,0,1,0,3,7,5,7,5,3,13,30,42,87,237,42,42,95,497,291677,13,152816,false,false,false,Healthcare,Botswana,LATAM,female,nonsmoker,Divorced,605715310,own,auto,poor,none,Wednesday,Indigenous/Native American,1PM,37.97°N 122.00°W
48,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,2,2,4,0,6,2,2,0,4,5,17,23,34,59,20,8,32,80,778,47480,10,290647,false,false,false,Media and Advertising,United States,China,male,smoker,Married,553174406,rent,consolidation,excellent,none,Saturday,Hispanic/Latino(a),5PM,35.47°N 97.51°W
49,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,2,0,2,4,5,5,1,4,4,1,15,1,36,52,230,20,34,82,445,245687,9,170092,false,false,false,Energy,China,China,female,nonsmoker,Married,708719804,rent,auto,fair,disabled,Friday,Black/African-American,3PM,34.27°N 118.75°W
50,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,6,3,3,6,2,0,14,1,37,87,247,12,73,90,793,1908,6,110764,false,false,false,Transportation,Portugal,Mexico,male,nonsmoker,Married,592771070,rent,auto,fair,none,Saturday,White/Caucasian,2PM,36.04°N 95.78°W
51,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,4,0,4,0,3,7,5,1,11,29,36,59,145,65,37,90,662,440723,1,221411,false,false,false,Transportation,Sudan,LATAM,female,nonsmoker,Married,659731105,mortgage,auto,excellent,none,thrursday,Black/African-American,11AM,35.78°N 78.82°W
52,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,2,1,4,1,3,0,1,3,7,0,4,10,30,36,316,20,19,99,730,11148,7,268847,false,false,false,Energy,India,EU,male,nonsmoker,Married,158278254,rent,mortgage,excellent,active_duty,Wednesday,White/Caucasian,4AM,41.68°N 86.27°W
53,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,1,3,0,1,3,1,6,0,0,17,30,39,10,98,42,8,87,775,466966,25,84393,false,false,false,Energy,United Kingdom,US,female,smoker,Married,943552224,rent,mortgage,good,none,Monday,White/Caucasian,5PM,37.53°N 77.48°W
54,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,2,2,0,5,5,4,2,7,5,10,3,42,71,283,26,61,63,602,17951,64,129052,false,false,true,Hospitality,Mexico,EU,male,smoker,Married,552654812,mortgage,consolidation,fair,none,Friday,Hispanic/Latino(a),10AM,45.50°N 122.44°W
55,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,2,0,0,3,0,5,1,1,0,6,1,8,1,28,44,123,45,39,44,697,28133,77,76872,false,false,true,Energy,United States,EU,male,smoker,Divorced,281945570,own,auto,good,none,Friday,Black/African-American,8AM,32.51°N 84.87°W
56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,2,6,5,5,0,5,23,2,36,60,302,84,59,86,826,97037,8,166962,false,false,true,Healthcare,Colombia,US,female,nonsmoker,Married,341649474,mortgage,mortgage,excellent,active_duty,Tuesday,Hispanic/Latino(a),11PM,40.50°N 74.35°W
57,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,2,4,3,2,4,2,7,2,0,11,38,41,110,31,31,33,41,828,425742,8,183345,false,false,false,Media and Advertising,Tunisia,Mexico,female,smoker,Married,513005509,own,consolidation,excellent,retired,Tuesday,White/Caucasian,11AM,43.06°N 87.97°W
58,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,2,4,0,5,0,2,5,2,0,17,1,47,71,17,7,21,88,610,236468,1,101749,false,false,false,Media and Advertising,Costa Rica,Mexico,male,smoker,Single,134258018,mortgage,consolidation,excellent,none,Friday,White/Caucasian,5PM,37.73°N 123.03°W
59,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,4,0,6,1,1,7,4,0,8,1,68,62,68,2,11,67,529,133629,23,728646,false,false,false,Energy,Ethiopia,China,female,smoker,Single,624888878,mortgage,auto,excellent,none,Saturday,White/Caucasian,8AM,40.44°N 79.98°W
60,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,2,2,4,5,5,4,1,0,2,1,8,1,61,2,5,32,63,99,830,241310,13,356685,false,false,false,Energy,United States,Mexico,male,nonsmoker,Married,167546333,rent,consolidation,excellent,wartime_vet,Friday,Black/African-American,8AM,33.57°N 112.09°W
61,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,2,3,0,3,5,2,4,0,5,14,21,39,102,116,21,38,83,725,363937,1,489123,false,false,false,Media and Advertising,China,US,female,nonsmoker,Single,935054365,mortgage,consolidation,good,none,Wednesday,Hispanic/Latino(a),2PM,42.27°N 71.81°W
62,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,2,2,3,0,3,2,4,4,5,3,17,19,66,38,209,41,47,24,717,445761,12,124058,false,false,true,Hospitality,China,LATAM,male,nonsmoker,Married,790530824,rent,consolidation,good,none,Wednesday,Indigenous/Native American,5PM,39.78°N 84.20°W
63,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,3,0,6,5,3,2,4,4,14,30,44,15,58,35,25,75,835,24443,1,263923,false,false,false,Transportation,Mexico,China,female,nonsmoker,Married,563149829,mortgage,mortgage,good,none,Saturday,Hawaiian/Pacific Islander,2PM,28.41°N 81.25°W
64,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,2,4,0,5,1,3,5,1,0,16,1,79,62,1,47,45,98,744,156235,26,217660,true,false,false,Transportation,Bolivia,Canada,male,smoker,Married,369111383,mortgage,consolidation,excellent,none,Friday,White/Caucasian,4PM,40.66°N 73.94°W
65,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,2,0,4,4,4,7,5,0,0,1,13,2,39,9,329,92,23,88,378,2458,10,763179,false,false,false,Healthcare,United States,US,male,nonsmoker,Married,799159576,rent,auto,excellent,disabled,thrursday,Black/African-American,1PM,39.76°N 121.82°W
66,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2,3,0,1,3,3,6,4,1,2,19,44,92,11,45,21,99,752,199948,10,209165,false,false,false,Transportation,Italy,China,male,nonsmoker,Married,971901550,mortgage,consolidation,good,none,Monday,Black/African-American,2AM,30.30°N 97.75°W
67,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,2,0,2,0,0,0,1,2,0,1,12,3,80,84,105,32,39,73,798,17746,1,409018,true,false,false,Energy,Mexico,US,male,smoker,Married,580611415,rent,auto,fair,none,Sunday,Black/African-American,12PM,47.25°N 122.46°W
68,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,4,0,4,2,3,4,3,1,12,4,32,32,210,24,48,94,763,245418,35,136670,false,false,false,Transportation,China,India,female,nonsmoker,Married,194438233,mortgage,auto,excellent,none,thrursday,Black/African-American,12PM,41.31°N 72.92°W
69,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,2,4,0,2,6,2,3,3,0,2,1,46,3,323,9,17,97,808,486560,10,186649,false,false,false,Media and Advertising,India,India,male,smoker,Single,942742219,mortgage,consolidation,excellent,none,Tuesday,White/Caucasian,2AM,38.36°N 121.97°W
70,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,2,2,4,0,0,1,7,1,2,0,9,36,69,20,122,10,14,82,514,5439,8,191057,false,false,false,Financial Services,Canada,Mexico,male,nonsmoker,Married,237289541,rent,consolidation,excellent,none,Sunday,White/Caucasian,9AM,32.69°N 97.02°W
71,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,2,0,4,0,0,2,4,6,5,7,1,1,65,28,225,45,69,79,371,65411,10,383644,false,false,false,Hospitality,France,LATAM,male,smoker,Married,541030543,rent,auto,excellent,none,Sunday,Multiracial,1AM,33.95°N 83.37°W
72,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,2,4,4,3,0,5,6,4,3,15,1,38,103,312,36,55,58,756,111851,7,183762,false,true,true,Healthcare,Portugal,China,male,nonsmoker,Married,576173735,mortgage,consolidation,excellent,disabled,Wednesday,Indigenous/Native American,3PM,47.48°N 122.19°W
73,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,3,3,4,4,3,7,7,5,8,39,43,38,86,32,24,89,791,310014,19,299891,false,false,false,Transportation,Egypt,EU,male,nonsmoker,Married,865420967,own,consolidation,good,retired,thrursday,Hispanic/Latino(a),8AM,27.77°N 82.64°W
74,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,2,2,2,0,3,1,2,0,6,0,12,8,36,69,238,1,29,16,649,6416,21,209438,false,false,false,Media and Advertising,United States,EU,male,nonsmoker,Married,959748628,rent,consolidation,fair,none,Wednesday,White/Caucasian,12PM,28.06°N 81.95°W
75,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,4,0,0,4,3,7,3,4,10,1,43,10,245,50,31,94,641,19543,1,155236,false,false,true,Transportation,Zimbabwe,India,male,smoker,Married,674082101,own,auto,excellent,none,Sunday,Hawaiian/Pacific Islander,10AM,41.77°N 72.68°W
76,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,2,1,1,3,4,1,4,4,5,5,0,22,1,20,35,321,43,50,84,694,490771,8,391186,false,false,false,Hospitality,Uruguay,LATAM,female,smoker,Divorced,425882846,mortgage,mortgage,good,disabled,Monday,White/Caucasian,10PM,34.19°N 118.33°W
77,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,4,0,0,6,4,0,3,5,8,1,22,44,251,63,66,21,774,289,34,982332,false,false,false,Hospitality,United States,India,female,smoker,Married,834299079,mortgage,mortgage,excellent,none,Sunday,Hispanic/Latino(a),8AM,37.98°N 121.80°W
78,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,4,0,5,0,3,3,4,0,0,1,53,74,181,41,39,85,834,45170,7,470516,false,false,false,Transportation,India,China,male,smoker,Married,270242871,mortgage,consolidation,excellent,none,Friday,White/Caucasian,12AM,41.19°N 73.20°W
79,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,1,1,2,0,3,5,4,3,0,0,3,3,34,46,185,45,10,58,747,207944,7,108864,false,false,false,Hospitality,India,US,male,nonsmoker,Divorced,737568986,mortgage,mortgage,fair,none,Wednesday,White/Caucasian,3AM,29.65°N 95.15°W
80,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,2,1,2,0,1,4,1,7,3,4,4,8,49,113,172,63,32,92,841,14143,23,117357,false,false,true,Energy,Tunisia,India,male,nonsmoker,Married,756179014,rent,mortgage,fair,none,Monday,Hawaiian/Pacific Islander,4AM,38.82°N 77.08°W
81,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,2,2,#NUM!,6,5,1,5,0,1,6,18,31,27,157,32,22,26,783,46754,11,272862,false,false,false,Energy,Peru,US,female,nonsmoker,Married,167752706,mortgage,consolidation,fair,#NUM!,Saturday,Black/African-American,6AM,33.78°N 117.96°W
82,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,2,3,1,2,4,2,3,5,1,9,3,50,75,110,32,15,83,718,26210,1,180985,false,false,true,Media and Advertising,India,LATAM,male,nonsmoker,Single,129203317,mortgage,consolidation,good,active_duty,Tuesday,Black/African-American,9AM,33.20°N 96.66°W
83,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,2,2,0,2,6,2,6,3,4,10,7,30,34,263,33,37,74,721,213622,8,499041,false,false,true,Media and Advertising,United Kingdom,India,female,nonsmoker,Married,377377201,mortgage,consolidation,fair,none,Tuesday,Hawaiian/Pacific Islander,10AM,43.58°N 116.56°W
84,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,3,0,6,3,2,4,4,5,0,19,44,63,278,94,25,76,773,10304,3,886803,true,false,false,Media and Advertising,China,China,male,nonsmoker,Married,892715747,mortgage,mortgage,good,none,Saturday,Hispanic/Latino(a),12AM,47.95°N 122.19°W
