account_id,performance_period,event_indicator,gender,ever_missed_obligation,at_current_job_1_year,smoker,uses_direct_deposit,business_owner,homeowner,auto_owner,card_testing,city_state_match,synthetic_identity,income_high,non_military_disability,marital_status,living_status,credit_purpose,identity_match,military_status,application_day,num_dependents,job_industry,citizenship,region,self_id_race_ethnicity,application_hour,years_at_residence,age,debt_to_income,city_state,credit_utilization,num_transactions,credit_history_mos,credit_score,amount,credit_request_duration,net_worth,id_important_activity,id_direct_contact,id_current_fs_relationship,job_industry_char,citizenship_char,region_char,gender_char,smoker_char,marital_status_char,ssn,living_status_char,credit_purpose_char,identity_match_char,military_status_char,application_day_char,self_id_race_ethnicity_char,application_hour_char,city_state_char
24,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2,0,2,0,3,1,4,1,1,0,14,1,72,18,205,9,7,93,768,32619,12,271869,false,false,false,Hospitality,Canada,Canada,male,nonsmoker,Married,309295018,rent,auto,fair,none,Wednesday,White/Caucasian,2PM,41.08°N 73.55°W
25,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,2,0,1,4,2,6,1,1,13,1,54,4,333,38,57,97,738,14372,12,242252,false,false,false,Media and Advertising,United Kingdom,Canada,female,nonsmoker,Married,585212061,mortgage,auto,fair,none,Monday,Black/African-American,1PM,41.66°N 70.94°W
26,2,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,2,1,0,3,0,2,6,0,3,20,23,44,58,178,24,40,80,452,139482,10,312379,false,false,false,Media and Advertising,Italy,US,female,nonsmoker,Married,426109495,own,consolidation,poor,none,Wednesday,Indigenous/Native American,8PM,41.52°N 88.15°W
27,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,2,2,3,0,0,0,12,8,19,67,171,4,9,86,737,29670,8,304422,false,false,true,Transportation,United States,US,male,nonsmoker,Married,950994981,mortgage,auto,good,none,Tuesday,White/Caucasian,12PM,32.83°N 79.97°W
28,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,4,4,0,6,3,6,4,0,2,1,1,27,58,160,34,32,77,847,4174,44,819937,true,false,false,Manufacturing,China,US,male,smoker,Married,221297234,mortgage,other,excellent,none,Saturday,Asian,1AM,34.59°N 118.11°W
29,2,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,2,0,2,4,3,5,2,0,16,20,55,35,203,43,33,91,761,216250,23,137942,false,false,false,Transportation,Panama,Mexico,male,smoker,Married,507539377,mortgage,auto,fair,none,Tuesday,White/Caucasian,4PM,37.05°N 76.30°W
30,2,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,5,1,7,6,1,11,1,21,23,252,38,14,58,430,11425,3,174889,false,false,false,Energy,Botswana,EU,male,nonsmoker,Married,815842846,mortgage,mortgage,poor,none,Monday,Black/African-American,11AM,35.99°N 79.99°W
31,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,3,5,2,1,2,1,5,1,10,1,28,48,279,5,41,77,773,46192,189,132629,false,false,false,Media and Advertising,Canada,LATAM,male,nonsmoker,Married,215457065,own,auto,good,wartime_vet,Tuesday,Black/African-American,10AM,38.27°N 104.61°W
32,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,2,3,0,3,4,1,5,2,1,1,3,31,48,240,85,20,100,714,26492,3,143816,false,false,true,Energy,Argentina,Mexico,female,nonsmoker,Married,583082030,mortgage,consolidation,good,none,Wednesday,Black/African-American,1AM,30.21°N 92.03°W
33,2,0,0,1,1,0,0,1,1,1,0,1,0,0,0,2,1,1,2,0,0,5,3,5,0,2,20,1,27,14,181,8,37,86,735,65991,12,70082,false,false,false,Transportation,Bolivia,US,male,nonsmoker,Divorced,831226975,mortgage,mortgage,fair,none,Sunday,Asian,8PM,41.19°N 73.20°W
34,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,2,2,1,5,6,6,4,2,2,12,1,25,49,153,3,58,96,645,37679,157,263372,true,false,false,Manufacturing,China,Mexico,female,nonsmoker,Married,413734713,mortgage,consolidation,fair,active_duty,Friday,Asian,12PM,26.01°N 80.34°W
35,2,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,2,1,3,5,2,2,2,4,3,0,9,1,33,16,141,90,72,94,753,68818,9,269674,false,true,false,Media and Advertising,China,India,male,nonsmoker,Married,642103961,rent,mortgage,good,wartime_vet,Tuesday,White/Caucasian,9AM,37.08°N 76.52°W
36,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2,1,1,5,3,1,1,0,6,1,11,6,36,42,50,39,39,96,846,197035,121,458030,true,false,false,Energy,United States,EU,male,nonsmoker,Single,706885240,rent,mortgage,poor,wartime_vet,Wednesday,Black/African-American,11AM,32.70°N 97.12°W
37,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,4,1,5,2,1,4,1,0,11,24,25,60,39,75,52,8,544,249126,12,103089,false,true,false,Energy,China,Canada,female,nonsmoker,Married,543060208,rent,auto,excellent,active_duty,Friday,White/Caucasian,11AM,38.87°N 104.76°W
38,2,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,2,2,4,0,3,7,5,1,2,0,16,1,53,88,33,14,34,88,738,10055,9,287211,false,false,false,Healthcare,Canada,Mexico,female,nonsmoker,Married,927858106,rent,consolidation,excellent,none,Wednesday,White/Caucasian,4PM,32.15°N 110.87°W
39,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,3,3,3,1,7,6,4,1,9,1,69,26,320,37,62,99,614,12807,198,199512,false,false,true,Financial Services,Germany,China,female,nonsmoker,Married,760823035,rent,auto,good,retired,Wednesday,Black/African-American,9AM,33.96°N 118.34°W
40,2,0,1,1,1,1,0,0,0,0,0,1,0,1,0,2,2,0,1,0,3,7,0,0,5,1,5,15,52,55,52,35,54,80,710,37211,65,994060,true,false,false,Education,United States,LATAM,female,smoker,Divorced,965828226,rent,auto,poor,none,Wednesday,Black/African-American,5AM,39.70°N 104.72°W
41,2,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,2,0,2,0,2,6,4,1,5,0,9,11,43,94,68,42,47,7,620,349372,6,123124,false,false,true,Hospitality,Canada,LATAM,male,smoker,Married,583335685,rent,auto,fair,none,Tuesday,White/Caucasian,9AM,40.44°N 79.98°W
42,2,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,2,4,3,3,6,4,6,3,4,4,1,40,91,121,50,64,86,740,6698,12,168028,false,false,false,Hospitality,France,India,male,nonsmoker,Married,926493272,mortgage,consolidation,excellent,retired,Wednesday,Hawaiian/Pacific Islander,4AM,30.46°N 84.25°W
43,2,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,2,1,0,5,4,1,5,1,1,13,1,26,41,223,62,55,97,527,36195,9,166892,true,false,true,Energy,Argentina,Canada,male,smoker,Married,506352463,own,consolidation,poor,none,Friday,Black/African-American,1PM,38.95°N 92.33°W
44,2,0,0,1,1,0,0,1,1,1,0,1,0,1,0,2,1,1,3,0,3,1,3,7,5,0,13,1,39,35,177,39,10,79,756,34673,19,389823,false,false,false,Transportation,Egypt,LATAM,male,nonsmoker,Divorced,895268021,mortgage,mortgage,good,none,Wednesday,White/Caucasian,1PM,47.60°N 122.16°W
45,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2,2,4,4,5,3,1,1,1,0,12,9,66,87,324,5,41,31,748,369916,5,125994,false,true,false,Energy,Canada,Canada,male,nonsmoker,Married,914564471,rent,consolidation,excellent,disabled,Friday,White/Caucasian,12PM,39.97°N 86.15°W
46,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,6,0,1,4,0,0,11,1,23,30,12,16,9,93,767,59595,12,79053,false,false,false,Energy,China,US,male,nonsmoker,Married,959275281,mortgage,auto,poor,none,Saturday,White/Caucasian,11AM,32.78°N 97.35°W
47,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,4,3,0,3,3,3,3,7,1,16,1,76,48,198,1,25,95,514,190145,8,441125,false,false,false,Transportation,India,EU,male,nonsmoker,Single,669194920,own,other,good,none,Wednesday,Black/African-American,4PM,33.83°N 118.36°W
48,2,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,3,2,0,2,0,7,5,1,0,2,1,39,1,282,41,33,100,680,498060,7,160862,false,false,false,Financial Services,Costa Rica,Canada,female,smoker,Married,311710691,own,education,fair,none,Tuesday,White/Caucasian,2AM,25.95°N 80.24°W
49,2,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,2,0,3,0,3,3,1,1,1,1,0,1,26,74,294,3,8,89,765,388688,8,140226,false,false,true,Energy,Canada,Canada,male,nonsmoker,Married,411780516,rent,auto,good,none,Wednesday,Black/African-American,12AM,29.59°N 95.63°W
50,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,2,4,0,2,4,5,4,2,5,12,2,36,47,123,44,49,87,418,104399,6,328355,false,false,true,Healthcare,China,Mexico,male,nonsmoker,Divorced,586879072,rent,consolidation,excellent,none,Tuesday,Hispanic/Latino(a),12PM,32.51°N 84.87°W
51,2,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,2,2,0,2,0,4,3,5,5,1,1,55,42,136,35,41,81,846,35273,8,65181,false,false,true,Hospitality,India,LATAM,male,smoker,Married,221106125,mortgage,consolidation,fair,none,Tuesday,Hispanic/Latino(a),1AM,33.39°N 111.93°W
52,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,2,2,4,0,3,2,1,5,1,5,10,3,49,57,168,9,14,84,746,4619,16,131577,false,false,true,Energy,Peru,Canada,female,nonsmoker,Married,296988887,rent,consolidation,excellent,none,Wednesday,Hispanic/Latino(a),10AM,40.91°N 74.16°W
53,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3,4,1,5,3,7,0,2,14,1,41,38,266,12,58,81,782,45147,51,416368,false,false,true,Transportation,Angola,US,female,nonsmoker,Married,752965561,own,mortgage,good,disabled,Monday,Asian,2PM,33.13°N 117.28°W
54,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,1,0,2,0,3,3,4,4,4,6,9,2,73,88,329,40,12,90,592,282760,146,705485,false,true,false,Hospitality,China,China,male,smoker,Divorced,623841601,mortgage,auto,fair,none,Wednesday,Multiracial,9AM,39.76°N 121.82°W
55,2,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,4,4,0,0,1,4,3,1,0,14,8,34,58,66,3,27,8,815,37822,165,341951,false,false,true,Hospitality,India,Canada,male,nonsmoker,Married,890439493,mortgage,other,excellent,none,Sunday,White/Caucasian,2PM,40.72°N 74.17°W
56,2,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,3,5,4,0,2,5,5,1,11,1,40,43,49,81,63,100,766,46016,8,109408,false,false,false,Media and Advertising,Uruguay,LATAM,male,smoker,Married,424703939,mortgage,auto,good,wartime_vet,thrursday,Black/African-American,11AM,27.97°N 82.47°W
57,2,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,4,2,0,5,4,2,1,5,5,8,4,40,54,17,6,36,77,743,57830,6,235468,false,true,false,Media and Advertising,Canada,LATAM,male,smoker,Married,392605582,mortgage,other,fair,none,Friday,Hispanic/Latino(a),8AM,37.73°N 123.03°W
58,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,2,2,3,4,2,2,14,1,28,64,199,87,50,97,798,10200,23,344385,false,false,false,Transportation,China,Mexico,male,smoker,Married,833270379,mortgage,consolidation,poor,none,Tuesday,Asian,2PM,34.53°N 117.35°W
59,2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,2,1,1,3,0,4,1,3,3,5,7,10,1,34,46,19,44,37,89,830,284084,1,117691,false,false,false,Transportation,India,LATAM,male,nonsmoker,Divorced,950358998,mortgage,mortgage,good,none,thrursday,Multiracial,10AM,39.76°N 104.88°W
60,2,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,2,3,0,2,0,2,5,4,2,10,13,37,56,74,18,55,80,830,104575,4,344445,false,false,false,Media and Advertising,Costa Rica,China,female,nonsmoker,Married,672552324,mortgage,consolidation,good,none,Tuesday,Asian,10AM,61.17°N 149.28°W
61,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2,0,4,0,2,0,3,6,4,0,7,16,38,43,106,77,19,83,767,107045,29,392907,true,false,false,Transportation,Sweden,China,female,nonsmoker,Married,200926463,rent,auto,excellent,none,Tuesday,White/Caucasian,7AM,25.87°N 80.30°W
62,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,6,6,2,7,3,3,12,38,25,89,210,1,41,77,611,308694,4,217867,false,false,true,Media and Advertising,Egypt,India,female,nonsmoker,Single,754308557,mortgage,consolidation,good,none,Saturday,Indigenous/Native American,12PM,41.31°N 72.92°W
63,2,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,4,0,0,3,7,5,3,0,14,7,32,44,308,0,65,86,823,25036,24,264623,false,false,true,Financial Services,Chile,India,female,nonsmoker,Married,392817681,mortgage,auto,excellent,none,Sunday,White/Caucasian,2PM,34.06°N 117.91°W
64,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2,2,3,3,5,6,4,5,3,0,10,24,39,34,216,33,26,65,765,28061,164,66037,false,false,false,Hospitality,Costa Rica,India,female,nonsmoker,Married,634790304,rent,consolidation,good,retired,Friday,White/Caucasian,10AM,47.39°N 122.21°W
65,2,0,1,0,1,1,0,0,1,1,0,1,0,0,0,2,0,2,2,0,4,2,3,5,6,0,3,1,23,56,285,16,35,83,637,14866,1,208859,false,true,true,Transportation,Costa Rica,EU,female,smoker,Divorced,513872093,own,consolidation,fair,none,thrursday,White/Caucasian,3AM,35.29°N 106.70°W
66,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,2,3,4,0,6,1,2,6,4,4,10,1,31,84,55,6,17,84,484,110994,1,392599,false,false,false,Media and Advertising,Ireland,China,male,nonsmoker,Married,340760049,rent,education,excellent,none,Saturday,Hawaiian/Pacific Islander,10AM,21.32°N 157.85°W
67,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,2,1,2,5,4,0,7,1,25,23,101,5,64,94,769,354891,11,269150,false,false,false,Media and Advertising,Argentina,China,male,nonsmoker,Married,165237813,own,consolidation,good,none,Tuesday,White/Caucasian,7AM,33.16°N 96.82°W
68,2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,2,4,5,6,1,2,6,6,0,6,34,49,62,136,48,27,57,835,457515,10,416351,false,false,false,Media and Advertising,Italy,EU,female,nonsmoker,Married,923694680,mortgage,consolidation,excellent,wartime_vet,Saturday,White/Caucasian,6AM,33.39°N 111.93°W
69,2,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,3,0,1,0,6,6,4,0,11,1,22,53,61,41,42,65,457,251114,2,56817,false,true,true,Manufacturing,Norway,China,female,smoker,Single,158321235,mortgage,mortgage,good,none,Monday,White/Caucasian,11AM,33.94°N 117.39°W
70,2,0,0,1,1,0,0,1,0,1,1,0,1,0,0,2,1,1,4,3,4,3,4,5,0,0,8,15,62,33,7,46,70,83,365,185512,8,335439,false,false,true,Hospitality,Uruguay,US,male,nonsmoker,Divorced,943142791,mortgage,mortgage,excellent,retired,thrursday,White/Caucasian,8AM,29.46°N 98.52°W
71,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,4,4,1,5,4,7,3,2,10,14,23,49,33,43,37,91,790,446997,2,356585,false,false,false,Hospitality,Egypt,India,female,smoker,Married,358702517,own,mortgage,excellent,disabled,Monday,Asian,10AM,32.15°N 110.87°W
72,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,3,0,4,2,3,7,1,1,1,15,40,62,319,28,47,55,728,378495,7,70542,false,false,true,Transportation,Ethiopia,Canada,female,smoker,Married,624756892,mortgage,consolidation,good,none,thrursday,Black/African-American,1AM,32.80°N 116.96°W
73,2,0,0,1,0,1,0,0,1,1,0,1,0,0,0,2,1,0,4,1,2,2,1,0,3,1,4,7,29,79,53,65,100,71,720,53234,2,271654,false,false,false,Energy,United States,India,male,smoker,Divorced,436244485,mortgage,auto,excellent,active_duty,Tuesday,Black/African-American,4AM,30.05°N 89.93°W
74,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,2,0,2,1,2,4,2,1,15,4,43,8,142,31,45,83,631,97943,8,233714,false,false,false,Media and Advertising,China,Mexico,male,nonsmoker,Married,441871001,mortgage,mortgage,fair,none,Tuesday,Black/African-American,3PM,30.67°N 88.10°W
75,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,4,4,0,2,2,1,0,4,0,14,39,32,26,120,7,33,98,721,78278,1,119195,false,false,false,Energy,United States,China,male,nonsmoker,Married,304331712,mortgage,other,excellent,none,Tuesday,White/Caucasian,2PM,35.20°N 101.83°W
76,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,4,4,0,4,4,4,0,4,2,20,1,72,22,86,8,78,41,786,297336,10,86929,false,false,false,Hospitality,United States,China,female,nonsmoker,Married,240522682,mortgage,other,excellent,none,thrursday,Asian,8PM,27.77°N 82.64°W
77,2,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,4,2,1,0,6,6,5,1,13,1,23,10,286,4,55,89,749,144399,9,159425,false,false,false,Manufacturing,Spain,LATAM,female,smoker,Married,194573651,mortgage,mortgage,excellent,reserves,Monday,Black/African-American,1PM,40.75°N 89.62°W
78,2,0,0,1,0,1,1,1,1,1,0,1,0,1,0,2,1,3,3,4,3,0,2,6,4,0,11,3,50,29,78,37,18,95,767,145533,6,102527,false,false,false,Media and Advertising,Spain,China,male,smoker,Divorced,598342660,mortgage,education,good,disabled,Wednesday,White/Caucasian,11AM,33.28°N 111.85°W
79,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,2,0,1,2,4,2,3,0,11,1,32,31,87,55,31,98,818,11612,16,961314,false,false,false,Hospitality,Mexico,India,male,nonsmoker,Divorced,755267679,own,auto,fair,none,Monday,White/Caucasian,11AM,27.56°N 99.49°W
80,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,0,2,2,3,0,2,1,8,1,28,51,327,43,39,97,765,26168,86,353476,false,false,false,Transportation,United States,Mexico,male,smoker,Married,616784904,mortgage,mortgage,good,none,Tuesday,Black/African-American,8AM,42.26°N 71.01°W
81,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,1,3,0,2,3,7,6,6,3,8,26,57,89,161,2,7,98,755,88542,71,122859,false,false,false,Financial Services,Norway,EU,male,nonsmoker,Married,431238465,rent,mortgage,good,none,Tuesday,Indigenous/Native American,8AM,33.86°N 117.57°W
82,2,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,2,1,0,5,4,7,0,2,5,4,19,37,57,127,89,16,90,798,24973,25,159777,false,false,false,Financial Services,United States,Mexico,female,nonsmoker,Married,362873537,mortgage,consolidation,poor,none,Friday,Hispanic/Latino(a),4AM,35.97°N 83.95°W
83,2,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,4,0,1,6,1,6,5,1,14,37,26,28,103,3,33,98,462,110995,9,127652,false,false,true,Energy,Germany,LATAM,female,nonsmoker,Married,333067088,mortgage,auto,excellent,none,Monday,Black/African-American,2PM,34.41°N 118.49°W
84,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,4,0,6,2,5,0,2,4,8,1,42,49,267,52,34,87,749,31988,1,315370,false,false,false,Healthcare,United States,Mexico,female,nonsmoker,Married,639536260,mortgage,mortgage,excellent,none,Saturday,Hawaiian/Pacific Islander,8AM,33.69°N 117.18°W
