account_id,performance_period,event_indicator,gender,ever_missed_obligation,at_current_job_1_year,smoker,uses_direct_deposit,business_owner,homeowner,auto_owner,card_testing,city_state_match,synthetic_identity,income_high,non_military_disability,marital_status,living_status,credit_purpose,identity_match,military_status,application_day,num_dependents,job_industry,citizenship,region,self_id_race_ethnicity,application_hour,years_at_residence,age,debt_to_income,city_state,credit_utilization,num_transactions,credit_history_mos,credit_score,amount,credit_request_duration,net_worth,id_important_activity,id_direct_contact,id_current_fs_relationship,job_industry_char,citizenship_char,region_char,gender_char,smoker_char,marital_status_char,ssn,living_status_char,credit_purpose_char,identity_match_char,military_status_char,application_day_char,self_id_race_ethnicity_char,application_hour_char,city_state_char
38,3,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,3,0,1,3,4,7,1,4,9,17,52,27,79,36,17,85,751,1362,8,79215,false,false,false,Hospitality,Tanzania,Canada,male,nonsmoker,Married,732140657,own,mortgage,good,none,Monday,Hawaiian/Pacific Islander,9AM,33.31°N 111.74°W
39,3,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,4,2,1,4,5,3,8,13,37,73,101,46,70,97,649,63705,168,365977,false,true,true,Energy,China,LATAM,female,nonsmoker,Married,223668614,mortgage,auto,poor,none,thrursday,Indigenous/Native American,8AM,33.16°N 96.82°W
40,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3,1,6,6,3,5,5,1,21,1,35,35,16,14,74,87,640,341473,12,271854,false,true,true,Transportation,Peru,LATAM,male,nonsmoker,Married,350457087,own,auto,good,active_duty,Saturday,Black/African-American,9PM,39.78°N 86.15°W
41,3,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,3,0,1,4,1,7,1,1,16,2,42,30,58,47,71,85,764,112561,5,58340,false,false,false,Energy,Egypt,Canada,female,smoker,Married,363488756,mortgage,auto,good,none,Monday,Black/African-American,4PM,28.41°N 81.25°W
42,3,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,2,2,3,0,2,6,1,4,6,0,7,38,36,32,134,37,29,25,836,2254,55,287425,false,false,false,Energy,China,EU,male,nonsmoker,Divorced,856581347,rent,consolidation,good,none,Tuesday,White/Caucasian,7AM,41.82°N 71.42°W
43,3,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,2,3,0,2,3,2,4,7,0,8,15,29,55,273,49,35,98,734,21794,25,141875,false,false,true,Media and Advertising,China,EU,male,nonsmoker,Married,774228956,own,consolidation,good,none,Tuesday,White/Caucasian,8AM,42.71°N 84.56°W
44,3,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,3,2,4,0,3,7,1,6,3,5,7,3,32,59,9,8,10,83,604,10878,10,489374,true,false,true,Energy,Spain,India,male,smoker,Married,446597415,other,consolidation,excellent,none,Wednesday,Hispanic/Latino(a),7AM,32.79°N 96.77°W
45,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,4,0,1,5,2,7,2,4,8,33,65,74,301,74,29,99,677,34916,25,125371,false,false,false,Media and Advertising,Tunisia,Mexico,male,smoker,Married,711793111,other,mortgage,excellent,none,Monday,Hawaiian/Pacific Islander,8AM,39.59°N 104.87°W
46,3,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,2,0,4,0,5,6,2,0,3,1,8,2,44,59,330,40,75,93,726,2052,8,251464,false,false,true,Media and Advertising,United States,India,female,smoker,Married,917427218,rent,auto,excellent,none,Friday,Black/African-American,8AM,42.47°N 70.96°W
47,3,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,2,2,3,0,3,1,4,3,2,1,11,1,42,51,86,92,49,90,753,184765,8,359370,false,false,false,Hospitality,India,Mexico,male,smoker,Married,598552384,rent,consolidation,good,none,Wednesday,Black/African-American,11AM,27.77°N 82.64°W
48,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,5,3,0,3,2,4,0,9,1,22,98,25,21,39,83,751,14907,1,188220,false,false,true,Transportation,Mexico,China,male,nonsmoker,Married,198823890,mortgage,auto,fair,wartime_vet,Wednesday,White/Caucasian,9AM,42.34°N 71.02°W
49,3,0,1,1,1,0,1,1,0,0,0,1,0,0,0,2,2,2,3,0,3,5,4,3,0,5,9,17,22,62,109,44,15,61,783,768,2,138178,false,false,true,Hospitality,India,US,female,nonsmoker,Divorced,689629099,rent,consolidation,good,none,Wednesday,Hispanic/Latino(a),9AM,34.11°N 117.46°W
50,3,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,2,2,2,0,5,0,4,5,4,1,9,3,55,9,171,41,56,69,762,476677,3,303730,false,false,true,Hospitality,Paraguay,China,female,nonsmoker,Married,295775954,rent,consolidation,fair,none,Friday,Black/African-American,9AM,32.83°N 79.97°W
51,3,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,1,3,0,2,7,2,1,2,0,16,1,20,48,237,40,43,99,640,406,7,493137,false,false,false,Media and Advertising,Canada,Mexico,male,nonsmoker,Divorced,662572542,own,mortgage,good,none,Tuesday,White/Caucasian,4PM,37.97°N 122.00°W
52,3,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,4,0,2,6,2,1,2,0,11,1,78,71,244,60,89,100,767,169428,1,176316,false,false,true,Media and Advertising,Canada,Mexico,female,nonsmoker,Married,160212086,mortgage,mortgage,excellent,none,Tuesday,White/Caucasian,11AM,38.26°N 122.03°W
53,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,4,0,3,7,4,0,2,5,0,1,30,78,148,5,38,99,762,86368,19,230457,false,false,false,Hospitality,United States,Mexico,female,nonsmoker,Married,849462952,rent,consolidation,excellent,none,Wednesday,Hispanic/Latino(a),12AM,44.06°N 123.12°W
54,3,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,3,0,1,6,4,5,1,0,12,1,27,50,294,3,46,97,741,116849,1,394789,false,true,false,Hospitality,Colombia,Canada,female,nonsmoker,Married,937126377,mortgage,auto,good,none,Monday,White/Caucasian,12PM,29.59°N 95.63°W
55,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,3,0,5,5,6,0,1,2,13,15,38,20,165,15,10,95,726,24970,15,324184,false,false,false,Manufacturing,United States,Canada,male,nonsmoker,Married,297622283,mortgage,consolidation,good,none,Friday,Asian,1PM,33.22°N 97.14°W
56,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,6,1,6,5,2,3,0,33,21,82,144,39,9,89,827,34759,1,347844,false,false,false,Manufacturing,Costa Rica,Mexico,male,smoker,Married,903659298,own,auto,fair,none,Saturday,Indigenous/Native American,12AM,36.57°N 87.35°W
57,3,0,0,1,1,1,0,0,1,0,0,1,1,0,0,2,2,0,3,0,3,3,4,4,5,1,4,1,65,50,306,51,28,92,638,481185,12,270262,false,false,false,Hospitality,China,LATAM,male,smoker,Divorced,518270158,rent,auto,good,none,Wednesday,Black/African-American,4AM,33.93°N 84.37°W
58,3,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,3,1,2,1,3,4,2,1,6,1,23,23,194,48,11,73,550,34665,9,166932,false,true,true,Transportation,China,Mexico,male,smoker,Married,564790280,mortgage,mortgage,good,active_duty,Tuesday,Black/African-American,6AM,32.32°N 90.21°W
59,3,0,1,0,1,0,0,1,1,1,0,1,0,0,0,2,1,1,3,0,6,1,3,1,1,1,6,1,35,68,88,7,64,100,618,29638,10,689153,false,false,true,Transportation,Canada,Canada,female,nonsmoker,Divorced,345315114,mortgage,mortgage,good,none,Saturday,Black/African-American,6AM,32.86°N 96.97°W
60,3,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,2,2,0,5,7,6,3,2,1,7,1,19,57,331,6,48,80,822,219559,42,265319,true,false,true,Manufacturing,India,Mexico,male,smoker,Married,150798675,mortgage,consolidation,fair,none,Friday,Black/African-American,7AM,42.67°N 73.80°W
61,3,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,2,3,2,0,2,2,3,7,0,2,11,1,77,95,302,50,39,89,741,23824,25,67684,false,true,true,Transportation,Egypt,US,male,smoker,Married,894563368,rent,education,fair,none,Tuesday,Asian,11AM,40.50°N 74.35°W
62,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,4,0,4,0,2,0,7,0,2,13,19,72,202,16,69,90,676,376913,17,265357,false,false,false,Media and Advertising,United States,EU,female,nonsmoker,Married,143971391,own,mortgage,excellent,none,thrursday,White/Caucasian,2AM,25.97°N 80.34°W
63,3,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,3,0,5,0,3,5,3,1,6,13,44,3,317,94,19,51,821,325241,70,91117,false,false,false,Transportation,Chile,India,male,nonsmoker,Married,404378139,mortgage,auto,good,none,Friday,Black/African-American,6AM,34.12°N 117.39°W
64,3,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,4,0,2,0,4,4,0,20,1,36,61,235,16,29,81,514,133891,24,79135,false,false,true,Education,China,China,female,nonsmoker,Married,772151328,mortgage,mortgage,poor,disabled,Sunday,White/Caucasian,8PM,34.21°N 77.89°W
65,3,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,0,1,7,2,1,2,5,7,1,22,25,108,80,9,100,732,317971,7,456758,false,false,false,Media and Advertising,Canada,Mexico,female,smoker,Married,556289721,mortgage,mortgage,good,none,Monday,Hispanic/Latino(a),7AM,37.64°N 121.00°W
66,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,2,0,6,4,2,4,4,0,3,1,33,53,131,37,36,71,724,74241,4,149088,false,false,false,Media and Advertising,China,China,female,nonsmoker,Married,348540764,rent,mortgage,fair,none,Saturday,White/Caucasian,3AM,45.64°N 122.60°W
67,3,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,2,4,5,6,5,2,1,3,0,4,15,45,23,288,6,17,93,804,33423,11,406010,false,false,true,Media and Advertising,Canada,India,male,nonsmoker,Divorced,216398451,own,consolidation,excellent,wartime_vet,Saturday,White/Caucasian,4AM,39.57°N 119.72°W
68,3,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,4,0,3,3,3,5,6,0,15,1,35,14,45,39,47,93,733,38752,1,64472,false,false,false,Transportation,Chile,EU,female,smoker,Single,711361330,own,mortgage,excellent,none,Wednesday,White/Caucasian,3PM,37.77°N 122.23°W
69,3,0,1,1,1,1,0,1,1,1,0,1,0,1,1,2,2,2,2,0,1,2,4,5,2,1,9,5,25,37,16,37,28,66,800,23463,6,279658,false,true,true,Hospitality,Bolivia,Mexico,female,smoker,Divorced,664306444,rent,consolidation,fair,none,Monday,Black/African-American,9AM,39.78°N 86.15°W
70,3,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,3,1,4,4,4,2,2,4,9,1,37,63,160,37,37,98,572,27703,31,466815,false,true,true,Hospitality,Mexico,Mexico,female,smoker,Married,798050901,own,auto,good,active_duty,thrursday,Hawaiian/Pacific Islander,9AM,34.59°N 118.11°W
71,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,4,0,1,4,3,4,2,0,11,1,42,62,138,31,36,86,735,210265,2,216388,false,true,false,Transportation,China,Mexico,male,nonsmoker,Married,896332268,rent,consolidation,excellent,none,Monday,White/Caucasian,11AM,34.18°N 118.25°W
72,3,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,2,2,4,1,3,4,2,4,1,0,13,32,38,6,314,39,32,87,723,499572,21,356689,false,false,false,Media and Advertising,China,Canada,male,nonsmoker,Married,464377081,rent,consolidation,excellent,active_duty,Wednesday,White/Caucasian,1PM,39.96°N 85.97°W
73,3,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,2,3,0,1,3,7,4,0,1,14,1,37,10,37,9,21,83,793,16433,3,340158,false,false,false,Financial Services,China,US,female,nonsmoker,Married,860486875,mortgage,consolidation,good,none,Monday,Black/African-American,2PM,33.76°N 84.42°W
74,3,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,3,5,3,5,0,6,1,0,11,2,36,38,303,39,21,87,701,42150,120,231377,true,false,false,Education,Germany,Canada,male,nonsmoker,Married,616748374,mortgage,auto,good,wartime_vet,Wednesday,White/Caucasian,11AM,40.02°N 105.25°W
75,3,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,3,0,1,1,6,4,6,3,8,1,45,35,194,62,82,7,815,89962,10,152752,true,false,false,Manufacturing,China,EU,female,nonsmoker,Married,974974115,mortgage,mortgage,good,none,Monday,Indigenous/Native American,8AM,32.32°N 90.21°W
76,3,0,0,1,1,0,0,1,0,0,0,1,1,0,1,2,2,2,4,0,0,4,4,7,3,7,10,4,43,86,142,49,45,98,793,48246,42,83367,false,false,false,Hospitality,Ethiopia,India,male,nonsmoker,Divorced,132131770,rent,consolidation,excellent,none,Sunday,Multiracial,10AM,30.67°N 88.10°W
77,3,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,4,0,6,4,4,5,3,0,6,3,29,14,143,5,12,63,848,9932,9,572591,true,true,false,Hospitality,Colombia,India,male,nonsmoker,Married,384737090,mortgage,auto,excellent,none,Saturday,White/Caucasian,6AM,34.04°N 117.60°W
78,3,0,0,1,0,1,1,1,0,0,0,1,0,0,0,2,0,2,3,0,1,2,7,5,5,5,11,1,37,72,285,33,23,85,760,17135,80,54036,false,false,false,Financial Services,Bolivia,LATAM,male,smoker,Divorced,297390899,own,consolidation,good,none,Monday,Hispanic/Latino(a),11AM,35.29°N 106.70°W
79,3,0,1,0,1,0,0,1,0,0,1,1,0,0,1,2,2,0,3,0,6,2,3,3,2,1,17,4,44,89,99,0,48,92,772,413769,1,110696,false,true,false,Transportation,India,Mexico,female,nonsmoker,Divorced,489056651,rent,auto,good,none,Saturday,Black/African-American,5PM,37.49°N 121.94°W
80,3,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,2,2,2,0,4,6,6,0,5,5,10,37,23,47,55,10,64,81,609,5957,19,126399,false,false,false,Manufacturing,United States,LATAM,male,nonsmoker,Married,557378511,rent,consolidation,fair,none,thrursday,Hispanic/Latino(a),10AM,21.32°N 157.85°W
81,3,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,4,4,0,1,0,4,4,2,0,6,1,42,22,142,91,39,92,635,48559,103,382626,true,false,false,Hospitality,China,Mexico,female,nonsmoker,Single,226972048,mortgage,other,excellent,none,Monday,White/Caucasian,6AM,30.67°N 88.10°W
82,3,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,2,1,3,5,2,2,3,0,3,3,11,6,27,76,150,43,63,99,774,441660,34,389531,false,true,false,Transportation,United States,India,female,nonsmoker,Married,771027603,rent,mortgage,good,wartime_vet,Tuesday,Indigenous/Native American,11AM,44.92°N 123.02°W
83,3,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,0,2,0,3,6,2,1,4,4,6,18,19,73,12,11,27,100,613,58607,4,207642,true,false,true,Media and Advertising,Canada,China,male,nonsmoker,Single,743402339,rent,auto,fair,none,Wednesday,Hawaiian/Pacific Islander,6AM,32.78°N 97.35°W
84,3,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,3,0,1,5,0,1,7,1,12,4,20,104,187,34,69,76,788,18498,33,445629,false,false,false,Education,Canada,EU,male,nonsmoker,Single,301345929,own,mortgage,good,none,Monday,Black/African-American,12PM,42.26°N 89.06°W
