account_id,performance_period,event_indicator,gender,ever_missed_obligation,at_current_job_1_year,smoker,uses_direct_deposit,business_owner,homeowner,auto_owner,card_testing,city_state_match,synthetic_identity,income_high,non_military_disability,marital_status,living_status,credit_purpose,identity_match,military_status,application_day,num_dependents,job_industry,citizenship,region,self_id_race_ethnicity,application_hour,years_at_residence,age,debt_to_income,city_state,credit_utilization,num_transactions,credit_history_mos,credit_score,amount,credit_request_duration,net_worth,id_important_activity,id_direct_contact,id_current_fs_relationship,job_industry_char,citizenship_char,region_char,gender_char,smoker_char,marital_status_char,ssn,living_status_char,credit_purpose_char,identity_match_char,military_status_char,application_day_char,self_id_race_ethnicity_char,application_hour_char,city_state_char
11,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,2,2,4,0,6,2,1,7,2,4,8,1,37,27,135,6,27,88,833,28641,24,129660,false,false,false,Energy,Morocco,Mexico,male,nonsmoker,Married,614452695,rent,consolidation,excellent,none,Saturday,Hawaiian/Pacific Islander,8AM,26.00°N 97.45°W
12,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,4,0,3,5,4,5,4,1,9,1,19,40,92,31,20,98,732,11124,9,112226,false,false,false,Hospitality,Germany,China,female,nonsmoker,Married,172331106,mortgage,auto,excellent,none,Wednesday,Black/African-American,9AM,27.28°N 80.39°W
13,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,2,1,2,4,0,2,6,6,4,2,0,0,1,70,57,29,1,42,85,786,130488,17,103796,false,false,false,Manufacturing,China,Mexico,female,nonsmoker,Divorced,870834914,mortgage,consolidation,excellent,none,Tuesday,White/Caucasian,12AM,35.11°N 89.97°W
14,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,2,1,2,3,0,0,0,2,4,0,0,17,1,56,71,179,9,16,9,527,31995,1,763527,false,false,false,Media and Advertising,China,US,male,smoker,Divorced,798629890,mortgage,consolidation,good,none,Sunday,White/Caucasian,5PM,41.75°N 88.16°W
15,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,2,2,4,0,5,0,2,7,3,5,11,10,40,16,336,31,26,62,802,3147,10,95852,false,false,false,Media and Advertising,Ethiopia,India,male,smoker,Single,188700603,rent,consolidation,excellent,none,Friday,Hispanic/Latino(a),11AM,41.56°N 90.60°W
16,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,2,1,3,0,6,5,2,6,1,1,22,1,49,99,90,10,28,7,765,73958,39,150978,false,false,false,Media and Advertising,Portugal,Canada,female,smoker,Single,910044316,rent,mortgage,good,none,Saturday,Black/African-American,10PM,33.53°N 112.19°W
17,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,2,3,0,3,1,1,1,0,1,13,1,26,2,9,73,33,98,764,310279,3,213800,false,false,true,Energy,Canada,US,male,nonsmoker,Married,590075959,mortgage,consolidation,good,none,Wednesday,Black/African-American,1PM,32.79°N 96.77°W
18,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,2,1,0,3,0,1,4,1,2,3,0,14,16,55,88,38,43,6,75,804,26834,61,64037,false,false,false,Energy,Mexico,India,male,smoker,Divorced,753236144,mortgage,auto,good,none,Monday,White/Caucasian,2PM,39.12°N 94.56°W
19,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,2,4,0,2,2,1,6,0,1,14,3,19,39,232,45,72,84,780,45570,3,483223,false,false,true,Energy,Norway,US,female,nonsmoker,Married,783035849,mortgage,consolidation,excellent,none,Tuesday,Black/African-American,2PM,26.75°N 80.13°W
20,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,2,4,0,0,4,7,4,1,2,13,1,33,44,97,22,63,18,827,25388,1,65146,false,false,true,Financial Services,China,Canada,male,smoker,Married,510742846,mortgage,consolidation,excellent,none,Sunday,Asian,1PM,47.67°N 117.43°W
21,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,2,1,2,2,2,1,7,2,3,2,0,3,20,80,32,26,5,34,71,754,15180,20,123979,false,false,false,Media and Advertising,India,Mexico,female,nonsmoker,Divorced,415365412,mortgage,consolidation,fair,reserves,Monday,White/Caucasian,3AM,42.38°N 83.10°W
22,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,2,0,2,1,2,7,5,1,6,9,70,86,118,95,41,40,758,207314,7,227032,false,false,false,Media and Advertising,Angola,LATAM,male,smoker,Married,955006470,own,mortgage,fair,none,Tuesday,Black/African-American,6AM,43.54°N 96.73°W
23,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,6,3,3,0,6,6,43,54,63,5,38,82,476,5959,12,495931,false,false,false,Manufacturing,India,India,male,smoker,Married,595105568,mortgage,auto,inconclusive,none,Tuesday,White/Caucasian,6AM,33.68°N 117.77°W
24,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,3,2,3,0,4,0,1,3,1,0,9,1,41,53,197,97,6,60,754,25613,44,162042,false,false,true,Energy,India,Canada,male,nonsmoker,Married,389607468,other,consolidation,good,none,thrursday,White/Caucasian,9AM,33.89°N 117.93°W
25,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,2,2,0,3,2,3,1,3,1,16,1,43,44,200,84,12,90,656,185748,13,302296,false,false,false,Transportation,Canada,India,female,smoker,Married,851958634,mortgage,consolidation,fair,none,Wednesday,Black/African-American,4PM,32.02°N 102.11°W
26,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,2,1,3,3,4,7,2,3,1,1,10,1,35,18,281,1,46,89,843,124788,1,180539,true,false,false,Media and Advertising,India,Canada,male,nonsmoker,Married,695758917,rent,mortgage,good,retired,thrursday,Black/African-American,10AM,33.66°N 84.57°W
27,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,3,4,3,5,4,2,7,5,4,6,6,23,91,246,14,49,19,812,19081,2,88344,true,false,false,Media and Advertising,Egypt,LATAM,male,nonsmoker,Married,588479550,mortgage,education,excellent,retired,Friday,Hawaiian/Pacific Islander,6AM,42.28°N 83.73°W
28,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,2,1,4,0,1,7,3,3,4,4,23,1,50,75,202,65,36,84,706,407323,15,64253,false,false,false,Transportation,India,China,male,nonsmoker,Divorced,456902655,rent,mortgage,excellent,none,Monday,Hawaiian/Pacific Islander,11PM,25.97°N 80.34°W
29,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,2,2,2,3,0,0,6,5,3,4,0,0,11,67,48,276,1,74,90,799,160714,4,189538,false,false,true,Healthcare,India,China,male,nonsmoker,Divorced,769484426,rent,consolidation,good,none,Sunday,White/Caucasian,12AM,33.11°N 96.67°W
30,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,4,2,0,0,1,1,3,2,2,11,15,42,40,51,55,17,51,722,473399,1,231136,false,false,true,Energy,India,Mexico,male,nonsmoker,Married,128546035,mortgage,other,fair,none,Sunday,Asian,11AM,37.69°N 97.35°W
31,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,4,0,0,6,2,6,3,1,12,6,59,91,253,46,44,98,645,12970,24,261560,true,false,true,Media and Advertising,Portugal,India,female,nonsmoker,Single,877922691,own,consolidation,excellent,none,Sunday,Black/African-American,12PM,27.98°N 82.77°W
32,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,3,0,0,6,3,5,1,2,20,1,21,84,94,93,59,89,787,38692,85,422260,false,false,false,Transportation,Colombia,Canada,male,nonsmoker,Married,913611743,mortgage,mortgage,good,none,Sunday,Asian,8PM,32.91°N 96.63°W
33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,4,0,2,4,6,0,0,2,11,1,63,32,212,32,14,95,717,295905,18,255049,false,false,false,Manufacturing,United States,US,male,nonsmoker,Married,755619130,rent,consolidation,excellent,none,Tuesday,Asian,11AM,43.61°N 116.40°W
34,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,2,1,1,3,0,1,5,2,3,7,0,11,9,62,56,298,45,24,87,744,204831,1,146037,false,false,false,Media and Advertising,India,EU,male,nonsmoker,Divorced,772295285,mortgage,mortgage,good,none,Monday,White/Caucasian,11AM,26.08°N 80.28°W
35,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,2,4,0,0,3,4,7,7,1,9,2,41,3,300,56,54,68,722,6380,72,196122,false,false,false,Hospitality,Sudan,EU,male,smoker,Married,721080029,mortgage,consolidation,excellent,none,Sunday,Black/African-American,9AM,34.00°N 117.47°W
36,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,4,0,3,1,3,2,6,2,14,34,19,45,200,24,37,91,800,150782,105,102764,false,false,false,Transportation,Mexico,EU,male,smoker,Married,978232498,own,mortgage,excellent,none,Wednesday,Asian,2PM,32.02°N 102.11°W
37,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,2,3,0,5,1,2,5,0,1,14,1,69,52,278,0,48,84,833,62842,17,743545,false,false,false,Media and Advertising,Colombia,US,female,smoker,Married,679088540,mortgage,consolidation,good,none,Friday,Black/African-American,2PM,47.95°N 122.19°W
38,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,2,0,3,3,4,2,4,1,12,16,32,40,295,83,37,40,745,192835,9,89957,false,false,true,Hospitality,Mexico,China,female,nonsmoker,Single,159596097,rent,mortgage,fair,none,Wednesday,Black/African-American,12PM,33.67°N 117.91°W
39,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,2,2,3,0,2,6,5,2,2,2,15,1,35,15,322,5,59,90,707,171858,6,131753,false,false,false,Healthcare,Mexico,Mexico,male,nonsmoker,Married,793458779,rent,consolidation,good,none,Tuesday,Asian,3PM,33.91°N 98.53°W
40,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,4,0,1,2,3,5,1,0,13,30,37,28,214,0,68,6,799,36140,2,69907,false,false,false,Transportation,Bolivia,Canada,male,nonsmoker,Married,656482845,mortgage,mortgage,excellent,none,Monday,White/Caucasian,1PM,34.16°N 118.14°W
41,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,2,2,0,1,0,4,5,0,0,17,1,43,25,11,5,35,94,611,109785,1,147489,true,false,false,Hospitality,Peru,US,male,smoker,Married,307256434,mortgage,consolidation,fair,none,Monday,White/Caucasian,5PM,30.30°N 97.75°W
42,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,2,0,6,1,4,0,0,1,1,1,36,50,206,13,70,92,478,162227,2,289957,false,false,false,Hospitality,United States,US,male,nonsmoker,Married,414655899,mortgage,mortgage,fair,none,Saturday,Black/African-American,1AM,41.97°N 91.68°W
43,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,3,0,0,3,2,6,6,1,9,17,46,28,132,15,22,89,846,4135,1,182232,false,false,true,Media and Advertising,France,EU,female,nonsmoker,Married,947558458,mortgage,auto,good,none,Sunday,Black/African-American,9AM,32.35°N 86.27°W
44,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,2,3,0,0,3,2,5,1,0,12,20,36,66,99,2,61,64,793,154822,13,116278,true,false,true,Media and Advertising,Uruguay,Canada,male,nonsmoker,Married,957897725,rent,consolidation,good,none,Sunday,White/Caucasian,12PM,37.49°N 121.94°W
45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,2,3,4,1,0,5,14,1,39,70,293,7,51,100,778,134207,190,130922,false,false,true,Hospitality,Canada,US,female,nonsmoker,Divorced,940543341,own,consolidation,good,none,Tuesday,Hispanic/Latino(a),2PM,33.94°N 118.13°W
46,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,4,0,6,1,4,7,1,5,4,8,35,96,285,21,14,90,753,56374,1,219921,false,false,false,Hospitality,Angola,Canada,male,nonsmoker,Married,696343179,mortgage,auto,excellent,none,Saturday,Hispanic/Latino(a),4AM,35.29°N 106.70°W
47,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,2,1,2,2,0,4,1,7,1,5,1,12,6,69,63,251,93,50,95,743,9670,7,67255,true,true,true,Financial Services,Canada,LATAM,male,smoker,Divorced,562074431,mortgage,consolidation,fair,none,thrursday,Black/African-American,12PM,37.98°N 121.80°W
48,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,2,2,3,0,2,3,6,7,2,1,0,1,36,41,317,72,30,56,780,443605,144,772848,false,false,false,Manufacturing,Angola,Mexico,male,nonsmoker,Married,615705095,rent,consolidation,good,none,Tuesday,Black/African-American,12AM,34.12°N 117.39°W
49,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,2,0,5,1,1,3,4,5,17,10,33,56,113,74,16,96,790,385198,142,112585,false,false,false,Energy,India,China,male,smoker,Married,920141682,mortgage,auto,fair,none,Friday,Hispanic/Latino(a),5PM,35.08°N 78.97°W
50,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,2,1,2,3,1,7,4,1,12,9,56,8,5,7,52,82,753,410716,46,488127,false,false,false,Energy,Tunisia,China,male,nonsmoker,Married,882615349,mortgage,mortgage,fair,active_duty,Tuesday,Black/African-American,12PM,33.57°N 112.09°W
51,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,1,0,3,1,2,0,1,2,11,1,32,23,128,35,40,94,795,185215,105,940715,false,false,false,Media and Advertising,United States,Canada,male,nonsmoker,Married,358517279,mortgage,consolidation,poor,none,Wednesday,Asian,11AM,38.89°N 94.69°W
52,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,2,4,1,5,4,0,0,1,1,14,1,30,56,148,80,31,72,630,22154,16,63730,false,false,false,Education,United States,Canada,male,smoker,Married,828556032,mortgage,consolidation,excellent,active_duty,Friday,Black/African-American,2PM,44.06°N 123.12°W
53,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2,1,2,0,3,4,2,0,2,5,17,1,38,59,292,42,45,93,732,211838,8,253132,false,false,true,Media and Advertising,United States,Mexico,male,nonsmoker,Married,571044912,rent,mortgage,fair,none,Wednesday,Hispanic/Latino(a),5PM,33.43°N 112.64°W
54,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,2,2,0,5,1,3,1,0,0,12,10,45,86,28,90,74,56,740,306679,63,226877,false,false,false,Transportation,Canada,US,female,nonsmoker,Married,971310736,own,consolidation,fair,none,Friday,White/Caucasian,12PM,38.17°N 85.65°W
55,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,2,0,0,0,3,1,4,1,11,3,26,59,82,38,31,93,788,18657,41,191730,false,false,false,Transportation,Canada,China,male,nonsmoker,Married,512737328,mortgage,auto,fair,none,Sunday,Black/African-American,11AM,32.63°N 117.02°W
56,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,2,1,4,0,4,1,2,6,3,1,9,3,56,93,128,53,49,93,699,492988,133,100206,false,false,false,Media and Advertising,France,India,male,smoker,Married,224353885,rent,mortgage,excellent,none,thrursday,Black/African-American,9AM,38.89°N 94.69°W
57,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,2,0,4,1,0,1,6,0,14,1,27,68,199,82,53,54,756,35010,1,133329,false,false,false,Education,Mexico,EU,male,smoker,Married,603275384,mortgage,mortgage,fair,none,thrursday,White/Caucasian,2PM,34.53°N 117.35°W
58,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,2,0,3,0,3,3,2,7,3,1,13,1,57,89,312,4,46,62,330,72313,1,296466,false,false,true,Media and Advertising,Botswana,India,male,nonsmoker,Married,658928735,rent,auto,good,none,Wednesday,Black/African-American,1PM,47.48°N 122.19°W
59,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,3,4,0,6,2,2,4,2,1,11,3,27,40,56,3,49,8,779,23879,6,140698,false,false,false,Media and Advertising,China,Mexico,female,nonsmoker,Divorced,170133710,own,education,excellent,none,Saturday,Black/African-American,11AM,33.86°N 117.76°W
60,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,2,1,2,4,0,6,6,4,0,0,0,1,1,58,58,60,7,34,58,785,3312,1,209073,false,false,false,Hospitality,United States,US,female,nonsmoker,Divorced,419025272,mortgage,consolidation,excellent,none,Saturday,White/Caucasian,1AM,37.98°N 121.31°W
61,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,4,6,0,5,1,18,1,46,34,211,57,52,76,721,46072,1,243456,false,true,true,Manufacturing,United States,LATAM,male,nonsmoker,Married,830146818,mortgage,auto,fair,none,Monday,Black/African-American,6PM,26.27°N 80.26°W
62,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,2,4,0,0,4,4,3,0,6,15,1,43,92,222,87,29,94,707,78738,5,193470,false,false,false,Hospitality,India,US,male,nonsmoker,Married,965002034,mortgage,consolidation,excellent,none,Sunday,Multiracial,3PM,35.24°N 97.35°W
63,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,2,2,0,4,1,3,0,4,6,3,2,16,1,19,42,327,38,36,96,815,7036,1,166749,true,false,false,Hospitality,Portugal,India,male,nonsmoker,Divorced,703867123,rent,auto,excellent,active_duty,Wednesday,Asian,4PM,42.26°N 71.01°W
64,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,4,0,6,3,2,1,2,0,17,1,28,51,203,69,70,82,822,27838,152,91530,false,false,false,Media and Advertising,Canada,Mexico,male,smoker,Married,776708369,own,auto,excellent,none,Saturday,White/Caucasian,5PM,37.05°N 76.30°W
65,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,4,0,6,5,0,1,4,0,12,1,37,11,253,79,32,53,846,35705,161,136769,true,false,false,Education,Canada,China,male,smoker,Single,295769651,rent,auto,excellent,none,Saturday,White/Caucasian,12PM,27.98°N 82.77°W
66,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,2,2,2,0,4,2,3,0,2,7,10,1,37,43,199,12,39,85,776,429879,1,270984,false,false,false,Transportation,United States,Mexico,female,nonsmoker,Married,883995871,rent,consolidation,fair,none,thrursday,Multiracial,10AM,34.53°N 117.35°W
67,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,2,0,2,3,7,6,4,0,1,1,68,87,153,79,67,54,739,18849,1,286700,false,false,true,Financial Services,Italy,China,male,smoker,Married,701248656,mortgage,mortgage,fair,none,Tuesday,White/Caucasian,1AM,26.01°N 80.34°W
68,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,2,1,0,2,1,2,3,1,1,1,3,4,1,50,62,240,25,62,90,669,238754,6,108911,false,false,false,Energy,Canada,Canada,female,nonsmoker,Divorced,795607685,mortgage,auto,fair,active_duty,Tuesday,Indigenous/Native American,4AM,30.21°N 92.03°W
69,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,3,0,4,6,3,0,17,9,50,7,219,5,25,86,843,30453,123,248903,false,false,false,Hospitality,Denmark,India,male,smoker,Married,942877117,mortgage,auto,fair,none,Wednesday,White/Caucasian,5PM,32.99°N 96.90°W
70,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,3,0,4,4,5,1,2,1,9,4,42,72,208,59,42,81,751,174150,49,394667,false,false,false,Healthcare,Canada,Mexico,male,smoker,Married,289060148,mortgage,mortgage,good,none,thrursday,Black/African-American,9AM,27.96°N 80.66°W
71,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,3,0,0,5,4,2,0,2,5,5,32,17,39,45,50,47,675,374999,16,117500,false,false,false,Hospitality,Mexico,US,male,nonsmoker,Married,686932286,mortgage,consolidation,good,none,Sunday,Asian,5AM,38.87°N 104.76°W
72,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,2,2,0,4,0,0,7,0,0,9,4,61,15,300,40,46,87,792,199091,1,313073,false,false,true,Education,Ethiopia,US,male,smoker,Married,449823387,mortgage,consolidation,fair,none,thrursday,White/Caucasian,9AM,34.00°N 117.47°W
73,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,2,3,1,1,3,11,1,38,83,99,44,21,47,304,12172,87,111870,false,false,true,Transportation,Canada,Canada,female,nonsmoker,Single,609726001,mortgage,auto,excellent,active_duty,Sunday,Indigenous/Native American,11AM,37.49°N 121.94°W
74,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,3,0,6,3,1,6,2,1,16,1,32,15,325,72,0,94,384,43525,37,313687,true,false,false,Energy,United Kingdom,Mexico,female,nonsmoker,Single,638644594,mortgage,mortgage,good,none,Saturday,Black/African-American,4PM,29.54°N 81.24°W
75,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,2,1,2,3,0,1,0,5,1,1,1,10,11,51,49,145,21,44,94,748,129441,1,165905,false,false,false,Healthcare,Canada,Canada,female,nonsmoker,Divorced,389280295,mortgage,consolidation,good,none,Monday,Black/African-American,10AM,35.78°N 78.82°W
76,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,4,4,0,2,6,1,0,3,2,16,1,67,72,150,82,12,80,824,63676,10,337341,false,false,true,Energy,United States,India,male,nonsmoker,Married,205768843,mortgage,other,excellent,none,Tuesday,Asian,4PM,44.92°N 123.02°W
77,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,2,0,3,0,4,3,6,3,0,1,8,5,64,37,291,58,15,100,787,382760,1,362153,false,false,true,Manufacturing,India,US,male,smoker,Married,558214707,rent,auto,good,none,thrursday,Black/African-American,8AM,34.27°N 119.25°W
78,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,2,0,4,4,2,7,2,7,15,1,27,18,318,7,25,100,773,352909,15,366885,false,true,false,Media and Advertising,Morocco,Mexico,male,nonsmoker,Married,373671448,mortgage,auto,fair,none,thrursday,Multiracial,3PM,40.56°N 74.29°W
79,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,2,2,4,2,4,3,5,2,2,1,4,13,1,21,59,142,83,73,51,798,20215,4,212979,false,false,true,Media and Advertising,Mexico,Canada,male,nonsmoker,Divorced,753570573,rent,other,fair,disabled,Wednesday,Hawaiian/Pacific Islander,1PM,30.67°N 88.10°W
80,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,3,0,3,4,5,7,5,0,13,33,29,22,296,1,41,90,638,51851,1,84319,false,false,false,Healthcare,Morocco,LATAM,male,smoker,Single,595609211,mortgage,mortgage,good,none,Wednesday,White/Caucasian,1PM,30.32°N 95.49°W
81,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,3,0,3,4,2,2,1,0,15,34,54,94,130,29,37,18,767,7501,129,286038,false,false,true,Media and Advertising,Mexico,Canada,male,nonsmoker,Married,629468833,own,auto,good,none,Wednesday,White/Caucasian,3PM,42.96°N 85.66°W
82,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,2,4,3,0,4,4,4,5,0,0,13,37,71,35,175,2,24,72,730,47705,125,282420,false,false,false,Hospitality,Costa Rica,US,male,nonsmoker,Divorced,229663271,rent,other,good,none,thrursday,White/Caucasian,1PM,39.12°N 94.74°W
83,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,3,4,0,3,2,0,13,40,20,84,316,72,31,88,771,155237,4,214153,false,false,false,Education,India,Mexico,male,smoker,Single,140051011,own,mortgage,poor,none,Wednesday,White/Caucasian,1PM,41.68°N 86.27°W
84,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,1,2,3,0,2,3,4,1,4,0,17,1,45,9,301,27,1,60,739,1116,132,587702,false,false,false,Hospitality,Canada,China,female,nonsmoker,Divorced,925321691,mortgage,consolidation,good,none,Tuesday,White/Caucasian,5PM,39.59°N 104.87°W
